┌──────────┬───────────────────────────────┬─────────────────────┬───────┬────────────────────────────┐
│ leads_id │             stage             │      timestamp      │ state │           reason           │
│ 2843     │ approach_success              │ 2022-09-13 14:27:05 │ 1     │                            │
│ 2843     │ discussion_success            │ 2022-09-19 09:11:13 │ 0     │ price not fit              │
│ 2844     │ leads_registered              │ 2022-09-05 17:13:34 │ 1     │                            │
│ 2844     │ leads_qualification           │ 2022-09-09 10:55:04 │ 1     │                            │
│ 2844     │ initial_communication_success │ 2022-09-12 10:01:15 │ 1     │                            │
│ 2844     │ approach_success              │ 2022-09-13 12:54:22 │ 1     │                            │
│ 2844     │ discussion_success            │ 2022-09-22 13:05:21 │ 1     │                            │
│ 2844     │ offer_sent                    │ 2022-09-23 10:51:44 │ 1     │                            │
│ 2844     │ quotation_recieved            │ 2022-09-30 09:13:40 │ 1     │                            │
│ 2844     │ deal_won                      │ 2022-10-07 13:40:47 │ 1     │                            │
│ 2845     │ leads_registered              │ 2022-09-05 17:23:08 │ 1     │                            │
│ 2845     │ leads_qualification           │ 2022-09-07 17:38:36 │ 1     │                            │
│ 2845     │ initial_communication_success │ 2022-09-09 12:02:31 │ 1     │                            │
│ 2845     │ approach_success              │ 2022-09-12 09:03:36 │ 0     │ not answered               │
│ 2846     │ leads_registered              │ 2022-09-05 17:28:19 │ 1     │                            │
│ 2846     │ leads_qualification           │ 2022-09-09 09:11:32 │ 1     │                            │
│ 2846     │ initial_communication_success │ 2022-09-12 13:13:39 │ 1     │                            │
│ 2846     │ approach_success              │ 2022-09-14 11:40:45 │ 1     │                            │
│ 2846     │ discussion_success            │ 2022-09-21 09:42:46 │ 1     │                            │
│ 2846     │ offer_sent                    │ 2022-09-22 10:04:18 │ 1     │                            │
│ 2846     │ quotation_recieved            │ 2022-09-30 12:17:56 │ 1     │                            │
│ 2846     │ deal_won                      │ 2022-10-07 10:01:13 │ 1     │                            │
│ 2847     │ leads_registered              │ 2022-09-05 17:48:59 │ 1     │                            │
│ 2847     │ leads_qualification           │ 2022-09-09 13:59:06 │ 1     │                            │
│ 2847     │ initial_communication_success │ 2022-09-12 13:39:55 │ 1     │                            │
│ 2847     │ approach_success              │ 2022-09-13 13:13:39 │ 1     │                            │
│ 2847     │ discussion_success            │ 2022-09-20 10:22:02 │ 0     │ price not fit              │
│ 2848     │ leads_registered              │ 2022-09-06 09:17:51 │ 1     │                            │
│ 2848     │ leads_qualification           │ 2022-09-08 15:40:25 │ 1     │                            │
│ 2848     │ initial_communication_success │ 2022-09-09 16:29:29 │ 1     │                            │
│ 2848     │ approach_success              │ 2022-09-12 10:46:55 │ 0     │ not answered               │
│ 2849     │ leads_registered              │ 2022-09-06 09:42:10 │ 1     │                            │
│ 2850     │ leads_registered              │ 2022-09-06 10:09:47 │ 1     │                            │
│ 2850     │ leads_qualification           │ 2022-09-12 12:52:41 │ 1     │                            │
│ 2850     │ initial_communication_success │ 2022-09-13 17:43:58 │ 1     │                            │
│ 2850     │ approach_success              │ 2022-09-14 13:41:33 │ 0     │ not answered               │
│ 2851     │ leads_registered              │ 2022-09-06 10:23:07 │ 1     │                            │
│ 2852     │ leads_registered              │ 2022-09-06 10:41:53 │ 1     │                            │
│ 2852     │ leads_qualification           │ 2022-09-12 11:00:36 │ 1     │                            │
│ 2852     │ initial_communication_success │ 2022-09-13 13:35:26 │ 1     │                            │
│ 2852     │ approach_success              │ 2022-09-15 14:00:49 │ 0     │ not answered               │
│ 2853     │ leads_registered              │ 2022-09-06 11:24:03 │ 1     │                            │
│ 2853     │ leads_qualification           │ 2022-09-09 09:11:30 │ 0     │ not selected               │
│ 2854     │ leads_registered              │ 2022-09-06 12:18:59 │ 1     │                            │
│ 2854     │ leads_qualification           │ 2022-09-09 10:40:59 │ 1     │                            │
│ 2854     │ initial_communication_success │ 2022-09-12 16:23:31 │ 1     │                            │
│ 2854     │ approach_success              │ 2022-09-13 13:19:56 │ 1     │                            │
│ 2854     │ discussion_success            │ 2022-09-19 14:39:02 │ 1     │                            │
│ 2854     │ offer_sent                    │ 2022-09-21 11:39:51 │ 1     │                            │
│ 2854     │ quotation_recieved            │ 2022-09-26 11:23:50 │ 0     │ price not fit              │
│ 2855     │ leads_registered              │ 2022-09-06 12:20:18 │ 1     │                            │
│ 2855     │ leads_qualification           │ 2022-09-12 09:03:56 │ 1     │                            │
│ 2855     │ initial_communication_success │ 2022-09-13 13:34:45 │ 1     │                            │
│ 2855     │ approach_success              │ 2022-09-14 17:26:10 │ 1     │                            │
│ 2855     │ discussion_success            │ 2022-09-19 13:41:03 │ 0     │ not interested             │
│ 2856     │ leads_registered              │ 2022-09-06 13:56:38 │ 1     │                            │
│ 2856     │ leads_qualification           │ 2022-09-13 17:45:08 │ 1     │                            │
│ 2856     │ initial_communication_success │ 2022-09-14 14:08:59 │ 1     │                            │
│ 2856     │ approach_success              │ 2022-09-16 17:13:46 │ 0     │ not answered               │
│ 2857     │ leads_registered              │ 2022-09-06 14:04:44 │ 1     │                            │
│ 2857     │ leads_qualification           │ 2022-09-09 09:58:25 │ 1     │                            │
│ 2857     │ initial_communication_success │ 2022-09-12 16:07:51 │ 1     │                            │
│ 2857     │ approach_success              │ 2022-09-15 15:42:14 │ 1     │                            │
│ 2857     │ discussion_success            │ 2022-09-23 17:05:32 │ 0     │ not interested             │
│ 2858     │ leads_registered              │ 2022-09-06 15:03:51 │ 1     │                            │
│ 2858     │ leads_qualification           │ 2022-09-12 16:09:13 │ 1     │                            │
│ 2858     │ initial_communication_success │ 2022-09-13 10:47:32 │ 1     │                            │
│ 2858     │ approach_success              │ 2022-09-15 12:43:27 │ 1     │                            │
│ 2858     │ discussion_success            │ 2022-09-23 11:43:22 │ 1     │                            │
│ 2858     │ offer_sent                    │ 2022-09-27 17:49:31 │ 1     │                            │
│ 2858     │ quotation_recieved            │ 2022-10-04 11:16:12 │ 1     │                            │
│ 2858     │ deal_won                      │ 2022-10-05 16:09:36 │ 1     │                            │
│ 2859     │ leads_registered              │ 2022-09-06 15:07:03 │ 1     │                            │
│ 2859     │ leads_qualification           │ 2022-09-13 13:25:15 │ 1     │                            │
│ 2859     │ initial_communication_success │ 2022-09-16 11:10:32 │ 1     │                            │
│ 2859     │ approach_success              │ 2022-09-19 15:36:48 │ 1     │                            │
│ 2859     │ discussion_success            │ 2022-09-23 17:42:19 │ 1     │                            │
│ 2859     │ offer_sent                    │ 2022-09-27 16:04:10 │ 1     │                            │
│ 2859     │ quotation_recieved            │ 2022-10-03 17:49:20 │ 1     │                            │
│ 2859     │ deal_won                      │ 2022-10-05 17:52:54 │ 1     │                            │
│ 2860     │ leads_registered              │ 2022-09-06 17:04:56 │ 1     │                            │
│ 2860     │ leads_qualification           │ 2022-09-09 09:13:43 │ 1     │                            │
│ 2860     │ initial_communication_success │ 2022-09-12 10:42:19 │ 1     │                            │
│ 2860     │ approach_success              │ 2022-09-13 09:26:06 │ 1     │                            │
│ 2860     │ discussion_success            │ 2022-09-20 15:45:19 │ 1     │                            │
│ 2860     │ offer_sent                    │ 2022-09-22 11:44:48 │ 0     │ not answered               │
│ 2861     │ leads_registered              │ 2022-09-06 17:40:27 │ 1     │                            │
│ 2862     │ leads_registered              │ 2022-09-06 17:55:20 │ 1     │                            │
│ 2862     │ leads_qualification           │ 2022-09-13 16:18:26 │ 1     │                            │
│ 2862     │ initial_communication_success │ 2022-09-14 14:01:48 │ 1     │                            │
│ 2862     │ approach_success              │ 2022-09-15 12:04:22 │ 1     │                            │
│ 2862     │ discussion_success            │ 2022-09-19 16:28:08 │ 1     │                            │
│ 2862     │ offer_sent                    │ 2022-09-22 15:28:31 │ 1     │                            │
│ 2862     │ quotation_recieved            │ 2022-09-29 09:53:32 │ 1     │                            │
│ 2862     │ deal_won                      │ 2022-10-05 13:16:01 │ 1     │                            │
│ 2863     │ leads_registered              │ 2022-09-07 10:10:08 │ 1     │                            │
│ 2863     │ leads_qualification           │ 2022-09-09 17:04:04 │ 1     │                            │
│ 2863     │ initial_communication_success │ 2022-09-12 09:53:00 │ 1     │                            │
│ 2863     │ approach_success              │ 2022-09-14 14:08:43 │ 1     │                            │
│ 2863     │ discussion_success            │ 2022-09-23 13:28:48 │ 0     │ not interested             │
│ 2864     │ leads_registered              │ 2022-09-07 10:31:35 │ 1     │                            │
│ 2864     │ leads_qualification           │ 2022-09-12 15:35:39 │ 1     │                            │
│ 2864     │ initial_communication_success │ 2022-09-13 17:32:38 │ 1     │                            │
│ 2864     │ approach_success              │ 2022-09-14 10:32:02 │ 1     │                            │
│ 2864     │ discussion_success            │ 2022-09-21 17:35:02 │ 0     │ price not fit              │
│ 2865     │ leads_registered              │ 2022-09-07 12:08:03 │ 1     │                            │
│ 2865     │ leads_qualification           │ 2022-09-09 16:41:35 │ 1     │                            │
│ 2865     │ initial_communication_success │ 2022-09-12 11:10:39 │ 1     │                            │
│ 2865     │ approach_success              │ 2022-09-13 09:31:16 │ 0     │ not interested             │
│ 2866     │ leads_registered              │ 2022-09-07 13:14:58 │ 1     │                            │
│ 2866     │ leads_qualification           │ 2022-09-12 16:06:57 │ 1     │                            │
│ 2866     │ initial_communication_success │ 2022-09-14 12:09:20 │ 1     │                            │
│ 2866     │ approach_success              │ 2022-09-15 13:19:49 │ 1     │                            │
│ 2866     │ discussion_success            │ 2022-09-23 12:01:53 │ 0     │ not answered               │
│ 2867     │ leads_registered              │ 2022-09-07 13:30:01 │ 1     │                            │
│ 2867     │ leads_qualification           │ 2022-09-12 17:08:43 │ 0     │ not selected               │
│ 2868     │ leads_registered              │ 2022-09-07 13:56:59 │ 1     │                            │
│ 2868     │ leads_qualification           │ 2022-09-09 17:59:59 │ 1     │                            │
│ 2868     │ initial_communication_success │ 2022-09-12 11:50:10 │ 0     │ not answered               │
│ 2869     │ leads_registered              │ 2022-09-07 14:40:30 │ 1     │                            │
│ 2869     │ leads_qualification           │ 2022-09-13 16:19:27 │ 1     │                            │
│ 2869     │ initial_communication_success │ 2022-09-15 14:53:36 │ 1     │                            │
│ 2869     │ approach_success              │ 2022-09-16 09:37:27 │ 0     │ not answered               │
│ 2870     │ leads_registered              │ 2022-09-07 15:57:26 │ 1     │                            │
│ 2870     │ leads_qualification           │ 2022-09-12 11:17:50 │ 1     │                            │
│ 2870     │ initial_communication_success │ 2022-09-14 10:37:41 │ 1     │                            │
│ 2870     │ approach_success              │ 2022-09-16 14:41:32 │ 1     │                            │
│ 2870     │ discussion_success            │ 2022-09-20 16:57:29 │ 1     │                            │
│ 2870     │ offer_sent                    │ 2022-09-22 10:31:27 │ 1     │                            │
│ 2870     │ quotation_recieved            │ 2022-09-30 17:59:05 │ 1     │                            │
│ 2870     │ deal_won                      │ 2022-10-06 11:11:45 │ 1     │                            │
│ 2871     │ leads_registered              │ 2022-09-07 16:20:07 │ 1     │                            │
│ 2871     │ leads_qualification           │ 2022-09-12 10:06:26 │ 1     │                            │
│ 2871     │ initial_communication_success │ 2022-09-13 16:46:55 │ 1     │                            │
│ 2871     │ approach_success              │ 2022-09-15 16:46:54 │ 1     │                            │
│ 2871     │ discussion_success            │ 2022-09-23 17:47:37 │ 1     │                            │
│ 2871     │ offer_sent                    │ 2022-09-26 09:20:34 │ 1     │                            │
│ 2871     │ quotation_recieved            │ 2022-10-04 09:05:01 │ 1     │                            │
│ 2871     │ deal_won                      │ 2022-10-06 15:52:28 │ 1     │                            │
│ 2872     │ leads_registered              │ 2022-09-07 16:35:20 │ 1     │                            │
│ 2872     │ leads_qualification           │ 2022-09-09 15:01:51 │ 1     │                            │
│ 2872     │ initial_communication_success │ 2022-09-12 15:49:01 │ 1     │                            │
│ 2872     │ approach_success              │ 2022-09-15 09:45:34 │ 1     │                            │
│ 2872     │ discussion_success            │ 2022-09-21 17:38:49 │ 1     │                            │
│ 2872     │ offer_sent                    │ 2022-09-22 10:15:08 │ 1     │                            │
│ 2872     │ quotation_recieved            │ 2022-09-28 09:29:50 │ 1     │                            │
│ 2872     │ deal_won                      │ 2022-10-07 09:48:13 │ 1     │                            │
│ 2873     │ leads_registered              │ 2022-09-07 17:20:40 │ 1     │                            │
│ 2873     │ leads_qualification           │ 2022-09-14 10:46:23 │ 1     │                            │
│ 2873     │ initial_communication_success │ 2022-09-16 12:01:04 │ 1     │                            │
│ 2873     │ approach_success              │ 2022-09-19 12:41:23 │ 1     │                            │
│ 2873     │ discussion_success            │ 2022-09-23 12:27:44 │ 0     │ not interested             │
│ 2874     │ leads_registered              │ 2022-09-08 10:17:41 │ 1     │                            │
│ 2875     │ leads_registered              │ 2022-09-08 11:00:38 │ 1     │                            │
│ 2875     │ leads_qualification           │ 2022-09-12 10:55:00 │ 1     │                            │
│ 2875     │ initial_communication_success │ 2022-09-13 09:42:46 │ 1     │                            │
│ 2875     │ approach_success              │ 2022-09-14 12:16:23 │ 1     │                            │
│ 2875     │ discussion_success            │ 2022-09-22 12:46:45 │ 0     │ price not fit              │
│ 2876     │ leads_registered              │ 2022-09-08 11:15:26 │ 1     │                            │
│ 2876     │ leads_qualification           │ 2022-09-12 11:03:40 │ 1     │                            │
│ 2876     │ initial_communication_success │ 2022-09-13 16:07:22 │ 1     │                            │
│ 2876     │ approach_success              │ 2022-09-14 12:51:52 │ 1     │                            │
│ 2876     │ discussion_success            │ 2022-09-20 16:38:09 │ 0     │ not interested             │
│ 2877     │ leads_registered              │ 2022-09-08 11:42:23 │ 1     │                            │
│ 2878     │ leads_registered              │ 2022-09-08 12:27:21 │ 1     │                            │
│ 2878     │ leads_qualification           │ 2022-09-13 16:55:26 │ 1     │                            │
│ 2878     │ initial_communication_success │ 2022-09-16 13:43:06 │ 1     │                            │
│ 2878     │ approach_success              │ 2022-09-19 13:46:54 │ 1     │                            │
│ 2878     │ discussion_success            │ 2022-09-26 13:48:31 │ 1     │                            │
│ 2878     │ offer_sent                    │ 2022-09-27 11:29:19 │ 0     │ not answered               │
│ 2879     │ leads_registered              │ 2022-09-08 14:04:39 │ 1     │                            │
│ 2879     │ leads_qualification           │ 2022-09-14 09:58:07 │ 1     │                            │
│ 2879     │ initial_communication_success │ 2022-09-16 10:27:16 │ 1     │                            │
│ 2879     │ approach_success              │ 2022-09-19 15:18:30 │ 1     │                            │
│ 2879     │ discussion_success            │ 2022-09-27 10:05:59 │ 0     │ not answered               │
│ 2880     │ leads_registered              │ 2022-09-08 16:27:36 │ 1     │                            │
│ 2880     │ leads_qualification           │ 2022-09-12 09:07:59 │ 0     │ not selected               │
│ 2881     │ leads_registered              │ 2022-09-08 16:57:46 │ 1     │                            │
│ 2881     │ leads_qualification           │ 2022-09-12 16:14:06 │ 1     │                            │
│ 2881     │ initial_communication_success │ 2022-09-13 09:24:24 │ 0     │ not interested             │
│ 2882     │ leads_registered              │ 2022-09-08 17:48:16 │ 1     │                            │
│ 2883     │ leads_registered              │ 2022-09-09 09:09:03 │ 1     │                            │
│ 2883     │ leads_qualification           │ 2022-09-14 17:12:53 │ 1     │                            │
│ 2883     │ initial_communication_success │ 2022-09-16 12:57:27 │ 0     │ not answered               │
│ 2884     │ leads_registered              │ 2022-09-09 10:27:57 │ 1     │                            │
│ 2884     │ leads_qualification           │ 2022-09-15 13:11:57 │ 1     │                            │
│ 2884     │ initial_communication_success │ 2022-09-16 13:12:01 │ 1     │                            │
│ 2884     │ approach_success              │ 2022-09-19 16:42:59 │ 1     │                            │
│ 2884     │ discussion_success            │ 2022-09-26 12:45:46 │ 1     │                            │
│ 2884     │ offer_sent                    │ 2022-09-28 14:58:56 │ 1     │                            │
│ 2884     │ quotation_recieved            │ 2022-10-03 17:33:17 │ 0     │ price not fit              │
│ 2885     │ leads_registered              │ 2022-09-09 11:37:27 │ 1     │                            │
│ 2886     │ leads_registered              │ 2022-09-09 13:07:20 │ 1     │                            │
│ 2886     │ leads_qualification           │ 2022-09-12 16:32:31 │ 0     │ not selected               │
│ 2887     │ leads_registered              │ 2022-09-09 15:22:13 │ 1     │                            │
│ 2887     │ leads_qualification           │ 2022-09-13 09:46:37 │ 1     │                            │
│ 2887     │ initial_communication_success │ 2022-09-16 13:36:26 │ 1     │                            │
│ 2887     │ approach_success              │ 2022-09-19 14:54:04 │ 1     │                            │
│ 2887     │ discussion_success            │ 2022-09-27 16:35:24 │ 1     │                            │
│ 2887     │ offer_sent                    │ 2022-09-28 16:38:06 │ 1     │                            │
│ 2887     │ quotation_recieved            │ 2022-10-05 12:46:23 │ 1     │                            │
│ 2887     │ deal_won                      │ 2022-10-12 09:51:03 │ 1     │                            │
│ 2888     │ leads_registered              │ 2022-09-09 17:08:38 │ 1     │                            │
│ 2888     │ leads_qualification           │ 2022-09-16 10:06:26 │ 1     │                            │
│ 2888     │ initial_communication_success │ 2022-09-19 14:45:52 │ 1     │                            │
│ 2888     │ approach_success              │ 2022-09-20 13:32:58 │ 1     │                            │
│ 2888     │ discussion_success            │ 2022-09-26 15:29:26 │ 0     │ not interested             │
│ 2889     │ leads_registered              │ 2022-09-09 17:39:34 │ 1     │                            │
│ 2889     │ leads_qualification           │ 2022-09-16 13:58:02 │ 1     │                            │
│ 2889     │ initial_communication_success │ 2022-09-19 13:16:53 │ 1     │                            │
│ 2889     │ approach_success              │ 2022-09-21 16:42:53 │ 1     │                            │
│ 2889     │ discussion_success            │ 2022-09-27 13:10:20 │ 0     │ not interested             │
│ 2890     │ leads_registered              │ 2022-09-12 09:02:21 │ 1     │                            │
│ 2890     │ leads_qualification           │ 2022-09-19 16:24:01 │ 1     │                            │
│ 2890     │ initial_communication_success │ 2022-09-21 17:21:11 │ 1     │                            │
│ 2890     │ approach_success              │ 2022-09-22 11:14:01 │ 1     │                            │
│ 2890     │ discussion_success            │ 2022-09-30 12:31:07 │ 1     │                            │
│ 2890     │ offer_sent                    │ 2022-10-03 10:42:52 │ 0     │ price not fit              │
│ 2891     │ leads_registered              │ 2022-09-12 11:39:06 │ 1     │                            │
│ 2891     │ leads_qualification           │ 2022-09-16 10:17:01 │ 0     │ not selected               │
│ 2892     │ leads_registered              │ 2022-09-12 11:41:22 │ 1     │                            │
│ 2893     │ leads_registered              │ 2022-09-12 12:28:47 │ 1     │                            │
│ 2893     │ leads_qualification           │ 2022-09-16 16:34:11 │ 0     │ not selected               │
│ 2894     │ leads_registered              │ 2022-09-12 13:22:07 │ 1     │                            │
│ 2895     │ leads_registered              │ 2022-09-12 14:14:59 │ 1     │                            │
│ 2895     │ leads_qualification           │ 2022-09-16 13:10:33 │ 1     │                            │
│ 2895     │ initial_communication_success │ 2022-09-19 15:47:49 │ 1     │                            │
│ 2895     │ approach_success              │ 2022-09-20 10:28:15 │ 1     │                            │
│ 2895     │ discussion_success            │ 2022-09-26 10:48:59 │ 1     │                            │
│ 2895     │ offer_sent                    │ 2022-09-30 12:52:54 │ 1     │                            │
│ 2895     │ quotation_recieved            │ 2022-10-06 10:17:02 │ 1     │                            │
│ 2895     │ deal_won                      │ 2022-10-11 10:17:14 │ 1     │                            │
│ 2896     │ leads_registered              │ 2022-09-12 14:41:37 │ 1     │                            │
│ 2897     │ leads_registered              │ 2022-09-12 15:44:49 │ 1     │                            │
│ 2897     │ leads_qualification           │ 2022-09-19 09:21:30 │ 0     │ not selected               │
│ 2898     │ leads_registered              │ 2022-09-12 16:06:51 │ 1     │                            │
│ 2898     │ leads_qualification           │ 2022-09-14 09:52:38 │ 0     │ not selected               │
│ 2899     │ leads_registered              │ 2022-09-12 17:00:10 │ 1     │                            │
│ 2899     │ leads_qualification           │ 2022-09-16 17:12:26 │ 1     │                            │
│ 2899     │ initial_communication_success │ 2022-09-19 09:26:22 │ 1     │                            │
│ 2899     │ approach_success              │ 2022-09-20 13:19:15 │ 1     │                            │
│ 2899     │ discussion_success            │ 2022-09-26 13:35:24 │ 1     │                            │
│ 2899     │ offer_sent                    │ 2022-09-28 17:23:29 │ 0     │ not interested             │
│ 2900     │ leads_registered              │ 2022-09-12 17:04:53 │ 1     │                            │
│ 2900     │ leads_qualification           │ 2022-09-19 17:53:32 │ 1     │                            │
│ 2900     │ initial_communication_success │ 2022-09-20 17:46:32 │ 1     │                            │
│ 2900     │ approach_success              │ 2022-09-21 09:31:26 │ 1     │                            │
│ 2900     │ discussion_success            │ 2022-09-26 14:03:33 │ 1     │                            │
│ 2900     │ offer_sent                    │ 2022-09-30 17:23:23 │ 1     │                            │
│ 2900     │ quotation_recieved            │ 2022-10-04 16:51:35 │ 1     │                            │
│ 2900     │ deal_won                      │ 2022-10-12 12:37:13 │ 1     │                            │
│ 2901     │ leads_registered              │ 2022-09-13 09:07:44 │ 1     │                            │
│ 2902     │ leads_registered              │ 2022-09-13 11:38:56 │ 1     │                            │
│ 2902     │ leads_qualification           │ 2022-09-19 09:29:28 │ 1     │                            │
│ 2902     │ initial_communication_success │ 2022-09-22 17:11:17 │ 0     │ not answered               │
│ 2903     │ leads_registered              │ 2022-09-13 13:04:50 │ 1     │                            │
│ 2903     │ leads_qualification           │ 2022-09-19 13:42:17 │ 1     │                            │
│ 2903     │ initial_communication_success │ 2022-09-21 11:54:22 │ 1     │                            │
│ 2903     │ approach_success              │ 2022-09-23 16:35:45 │ 1     │                            │
│ 2903     │ discussion_success            │ 2022-09-30 10:00:53 │ 0     │ not answered               │
│ 2904     │ leads_registered              │ 2022-09-13 13:40:46 │ 1     │                            │
│ 2904     │ leads_qualification           │ 2022-09-20 16:26:28 │ 1     │                            │
│ 2904     │ initial_communication_success │ 2022-09-23 14:46:17 │ 1     │                            │
│ 2904     │ approach_success              │ 2022-09-26 12:52:36 │ 1     │                            │
│ 2904     │ discussion_success            │ 2022-10-04 09:55:39 │ 0     │ not interested             │
│ 2905     │ leads_registered              │ 2022-09-13 14:53:34 │ 1     │                            │
│ 2905     │ leads_qualification           │ 2022-09-15 12:33:38 │ 1     │                            │
│ 2905     │ initial_communication_success │ 2022-09-16 14:55:15 │ 1     │                            │
│ 2905     │ approach_success              │ 2022-09-19 09:08:22 │ 1     │                            │
│ 2905     │ discussion_success            │ 2022-09-23 10:04:11 │ 0     │ price not fit              │
│ 2906     │ leads_registered              │ 2022-09-13 15:48:49 │ 1     │                            │
│ 2906     │ leads_qualification           │ 2022-09-20 09:12:00 │ 1     │                            │
│ 2906     │ initial_communication_success │ 2022-09-23 10:24:04 │ 0     │ not answered               │
│ 2907     │ leads_registered              │ 2022-09-13 17:18:54 │ 1     │                            │
│ 2908     │ leads_registered              │ 2022-09-13 17:40:39 │ 1     │                            │
│ 2908     │ leads_qualification           │ 2022-09-16 16:32:53 │ 1     │                            │
│ 2908     │ initial_communication_success │ 2022-09-19 11:20:10 │ 1     │                            │
│ 2908     │ approach_success              │ 2022-09-20 09:09:33 │ 1     │                            │
│ 2908     │ discussion_success            │ 2022-09-27 10:14:53 │ 1     │                            │
│ 2908     │ offer_sent                    │ 2022-09-28 11:48:18 │ 1     │                            │
│ 2908     │ quotation_recieved            │ 2022-10-06 16:28:07 │ 1     │                            │
│ 2908     │ deal_won                      │ 2022-10-14 15:03:36 │ 1     │                            │
│ 2909     │ leads_registered              │ 2022-09-13 17:57:25 │ 1     │                            │
│ 2909     │ leads_qualification           │ 2022-09-19 16:43:26 │ 1     │                            │
│ 2909     │ initial_communication_success │ 2022-09-20 14:48:18 │ 1     │                            │
│ 2909     │ approach_success              │ 2022-09-21 09:49:35 │ 0     │ not answered               │
│ 2910     │ leads_registered              │ 2022-09-14 09:01:40 │ 1     │                            │
│ 2910     │ leads_qualification           │ 2022-09-19 16:34:38 │ 1     │                            │
│ 2910     │ initial_communication_success │ 2022-09-20 10:59:00 │ 1     │                            │
│ 2910     │ approach_success              │ 2022-09-21 16:57:09 │ 1     │                            │
│ 2910     │ discussion_success            │ 2022-09-29 17:19:25 │ 0     │ not answered               │
│ 2911     │ leads_registered              │ 2022-09-14 11:52:33 │ 1     │                            │
│ 2911     │ leads_qualification           │ 2022-09-19 09:01:33 │ 1     │                            │
│ 2911     │ initial_communication_success │ 2022-09-21 15:41:18 │ 1     │                            │
│ 2911     │ approach_success              │ 2022-09-23 12:33:01 │ 1     │                            │
│ 2911     │ discussion_success            │ 2022-10-03 13:52:24 │ 1     │                            │
│ 2911     │ offer_sent                    │ 2022-10-07 15:23:10 │ 1     │                            │
│ 2911     │ quotation_recieved            │ 2022-10-13 10:05:18 │ 1     │                            │
│ 2911     │ deal_won                      │ 2022-10-20 13:56:54 │ 1     │                            │
│ 2912     │ leads_registered              │ 2022-09-14 12:36:32 │ 1     │                            │
│ 2912     │ leads_qualification           │ 2022-09-19 11:14:36 │ 1     │                            │
│ 2912     │ initial_communication_success │ 2022-09-20 11:19:26 │ 1     │                            │
│ 2912     │ approach_success              │ 2022-09-22 09:28:26 │ 0     │ not answered               │
│ 2913     │ leads_registered              │ 2022-09-14 12:53:43 │ 1     │                            │
│ 2914     │ leads_registered              │ 2022-09-14 13:27:00 │ 1     │                            │
│ 2914     │ leads_qualification           │ 2022-09-16 09:50:54 │ 1     │                            │
│ 2914     │ initial_communication_success │ 2022-09-19 14:33:00 │ 0     │ not answered               │
│ 2915     │ leads_registered              │ 2022-09-14 15:18:23 │ 1     │                            │
│ 2915     │ leads_qualification           │ 2022-09-19 16:03:45 │ 1     │                            │
│ 2915     │ initial_communication_success │ 2022-09-21 11:46:41 │ 1     │                            │
│ 2915     │ approach_success              │ 2022-09-22 12:23:26 │ 1     │                            │
│ 2915     │ discussion_success            │ 2022-09-28 10:16:33 │ 1     │                            │
│ 2915     │ offer_sent                    │ 2022-09-29 15:57:51 │ 1     │                            │
│ 2915     │ quotation_recieved            │ 2022-10-07 14:05:18 │ 1     │                            │
│ 2915     │ deal_won                      │ 2022-10-12 09:02:25 │ 1     │                            │
│ 2916     │ leads_registered              │ 2022-09-14 15:19:13 │ 1     │                            │
│ 2916     │ leads_qualification           │ 2022-09-20 09:46:55 │ 1     │                            │
│ 2916     │ initial_communication_success │ 2022-09-21 10:12:17 │ 1     │                            │
│ 2916     │ approach_success              │ 2022-09-22 13:30:04 │ 1     │                            │
│ 2916     │ discussion_success            │ 2022-09-30 15:34:42 │ 1     │                            │
│ 2916     │ offer_sent                    │ 2022-10-04 17:16:20 │ 1     │                            │
│ 2916     │ quotation_recieved            │ 2022-10-11 11:12:00 │ 1     │                            │
│ 2916     │ deal_won                      │ 2022-10-18 17:31:22 │ 1     │                            │
│ 2917     │ leads_registered              │ 2022-09-14 17:46:56 │ 1     │                            │
│ 2917     │ leads_qualification           │ 2022-09-19 10:41:06 │ 1     │                            │
│ 2917     │ initial_communication_success │ 2022-09-20 16:37:01 │ 1     │                            │
│ 2917     │ approach_success              │ 2022-09-23 13:04:18 │ 1     │                            │
│ 2917     │ discussion_success            │ 2022-10-03 15:52:24 │ 1     │                            │
│ 2917     │ offer_sent                    │ 2022-10-06 17:21:31 │ 1     │                            │
│ 2917     │ quotation_recieved            │ 2022-10-14 11:31:25 │ 1     │                            │
│ 2917     │ deal_won                      │ 2022-10-21 14:54:23 │ 1     │                            │
│ 2918     │ leads_registered              │ 2022-09-14 17:59:16 │ 1     │                            │
│ 2918     │ leads_qualification           │ 2022-09-19 17:59:53 │ 1     │                            │
│ 2918     │ initial_communication_success │ 2022-09-20 14:39:37 │ 0     │ not interested             │
│ 2919     │ leads_registered              │ 2022-09-15 11:42:47 │ 1     │                            │
│ 2920     │ leads_registered              │ 2022-09-15 12:44:00 │ 1     │                            │
│ 2920     │ leads_qualification           │ 2022-09-19 16:51:49 │ 1     │                            │
│ 2920     │ initial_communication_success │ 2022-09-20 17:18:25 │ 1     │                            │
│ 2920     │ approach_success              │ 2022-09-22 12:47:50 │ 1     │                            │
│ 2920     │ discussion_success            │ 2022-09-29 11:00:16 │ 1     │                            │
│ 2920     │ offer_sent                    │ 2022-09-30 09:16:40 │ 0     │ price not fit              │
