+---------------+---------+----------+-------------+------------+-------------+
| start_of_week | step_id | leads_id | starting_ts | ending_ts  | end_of_week |
| 2022-09-26    | 3       | 2975     | 2022-09-27  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 3       | 2976     | 2022-09-28  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 3       | 2977     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 3       | 2979     | 2022-09-29  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 3       | 2982     | 2022-09-27  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 3       | 2984     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 3       | 2985     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 3       | 2990     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 3       | 2992     | 2022-09-29  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 3       | 2995     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 3       | 3000     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 3       | 3007     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 3       | 3010     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 3       | 3025     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 3       | 3031     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 4       | 2878     | 2022-09-19  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 4       | 2879     | 2022-09-19  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 4       | 2884     | 2022-09-19  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 4       | 2887     | 2022-09-19  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 4       | 2888     | 2022-09-20  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 4       | 2889     | 2022-09-21  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 4       | 2890     | 2022-09-22  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 4       | 2895     | 2022-09-20  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 4       | 2899     | 2022-09-20  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 4       | 2900     | 2022-09-21  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 4       | 2903     | 2022-09-23  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 4       | 2904     | 2022-09-26  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 4       | 2908     | 2022-09-20  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 4       | 2910     | 2022-09-21  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 4       | 2911     | 2022-09-23  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 4       | 2915     | 2022-09-22  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 4       | 2916     | 2022-09-22  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 4       | 2917     | 2022-09-23  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 4       | 2920     | 2022-09-22  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 4       | 2924     | 2022-09-23  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 4       | 2926     | 2022-09-26  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 4       | 2927     | 2022-09-26  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 4       | 2929     | 2022-09-27  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 4       | 2930     | 2022-09-28  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 4       | 2934     | 2022-09-28  | 2022-10-05 | 2022-10-02  |
| 2022-09-26    | 4       | 2935     | 2022-09-27  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 4       | 2937     | 2022-09-28  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 4       | 2938     | 2022-09-27  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 4       | 2939     | 2022-09-27  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 4       | 2940     | 2022-09-30  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 4       | 2942     | 2022-09-29  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 4       | 2945     | 2022-09-26  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 4       | 2946     | 2022-09-29  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 4       | 2953     | 2022-09-28  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 4       | 2955     | 2022-09-27  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 4       | 2956     | 2022-09-29  | 2022-10-10 | 2022-10-02  |
| 2022-09-26    | 4       | 2961     | 2022-09-28  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 4       | 2969     | 2022-09-28  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 4       | 2971     | 2022-09-30  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 4       | 2975     | 2022-09-30  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 4       | 2976     | 2022-09-30  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 4       | 2979     | 2022-09-30  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 4       | 2992     | 2022-09-30  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 5       | 2842     | 2022-09-23  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 5       | 2858     | 2022-09-23  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 5       | 2859     | 2022-09-23  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 5       | 2871     | 2022-09-23  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 5       | 2878     | 2022-09-26  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 5       | 2884     | 2022-09-26  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 5       | 2887     | 2022-09-27  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 5       | 2890     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 5       | 2895     | 2022-09-26  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 5       | 2899     | 2022-09-26  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 5       | 2900     | 2022-09-26  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 5       | 2908     | 2022-09-27  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 5       | 2915     | 2022-09-28  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 5       | 2916     | 2022-09-30  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 5       | 2920     | 2022-09-29  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 5       | 2924     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 5       | 2926     | 2022-09-30  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 6       | 2719     | 2022-09-20  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2726     | 2022-09-16  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 6       | 2732     | 2022-09-19  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 6       | 2743     | 2022-09-20  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2745     | 2022-09-20  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 6       | 2750     | 2022-09-19  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 6       | 2754     | 2022-09-19  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2765     | 2022-09-20  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 6       | 2772     | 2022-09-20  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 6       | 2774     | 2022-09-20  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2776     | 2022-09-20  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 6       | 2777     | 2022-09-20  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 6       | 2791     | 2022-09-21  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 6       | 2794     | 2022-09-19  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 6       | 2795     | 2022-09-22  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2796     | 2022-09-19  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 6       | 2797     | 2022-09-19  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 6       | 2801     | 2022-09-19  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 6       | 2803     | 2022-09-19  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2806     | 2022-09-20  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2811     | 2022-09-20  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 6       | 2812     | 2022-09-21  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2815     | 2022-09-21  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2816     | 2022-09-23  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2818     | 2022-09-22  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 6       | 2821     | 2022-09-21  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2823     | 2022-09-22  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 6       | 2828     | 2022-09-20  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 6       | 2830     | 2022-09-20  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 6       | 2833     | 2022-09-21  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 6       | 2836     | 2022-09-20  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2838     | 2022-09-20  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 6       | 2841     | 2022-09-22  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 6       | 2842     | 2022-09-26  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 6       | 2844     | 2022-09-23  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 6       | 2846     | 2022-09-22  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 6       | 2854     | 2022-09-21  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 6       | 2858     | 2022-09-27  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 6       | 2859     | 2022-09-27  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 6       | 2862     | 2022-09-22  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 6       | 2870     | 2022-09-22  | 2022-09-30 | 2022-10-02  |
| 2022-09-26    | 6       | 2871     | 2022-09-26  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 6       | 2872     | 2022-09-22  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 6       | 2884     | 2022-09-28  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 6       | 2887     | 2022-09-28  | 2022-10-05 | 2022-10-02  |
| 2022-09-26    | 6       | 2895     | 2022-09-30  | 2022-10-06 | 2022-10-02  |
| 2022-09-26    | 6       | 2900     | 2022-09-30  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 6       | 2908     | 2022-09-28  | 2022-10-06 | 2022-10-02  |
| 2022-09-26    | 6       | 2915     | 2022-09-29  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 7       | 2715     | 2022-09-20  | 2022-09-26 | 2022-10-02  |
| 2022-09-26    | 7       | 2719     | 2022-09-28  | 2022-10-05 | 2022-10-02  |
| 2022-09-26    | 7       | 2722     | 2022-09-20  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 7       | 2723     | 2022-09-23  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 7       | 2726     | 2022-09-26  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 7       | 2732     | 2022-09-27  | 2022-10-06 | 2022-10-02  |
| 2022-09-26    | 7       | 2735     | 2022-09-20  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 7       | 2740     | 2022-09-21  | 2022-09-27 | 2022-10-02  |
| 2022-09-26    | 7       | 2743     | 2022-09-28  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 7       | 2745     | 2022-09-27  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 7       | 2750     | 2022-09-27  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 7       | 2754     | 2022-09-28  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 7       | 2764     | 2022-09-23  | 2022-09-28 | 2022-10-02  |
| 2022-09-26    | 7       | 2765     | 2022-09-26  | 2022-10-05 | 2022-10-02  |
| 2022-09-26    | 7       | 2772     | 2022-09-27  | 2022-10-05 | 2022-10-02  |
| 2022-09-26    | 7       | 2774     | 2022-09-28  | 2022-10-05 | 2022-10-02  |
| 2022-09-26    | 7       | 2786     | 2022-09-23  | 2022-09-29 | 2022-10-02  |
| 2022-09-26    | 7       | 2791     | 2022-09-29  | 2022-10-05 | 2022-10-02  |
| 2022-09-26    | 7       | 2794     | 2022-09-27  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 7       | 2795     | 2022-09-28  | 2022-10-05 | 2022-10-02  |
| 2022-09-26    | 7       | 2796     | 2022-09-27  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 7       | 2801     | 2022-09-26  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 7       | 2803     | 2022-09-28  | 2022-10-05 | 2022-10-02  |
| 2022-09-26    | 7       | 2806     | 2022-09-28  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 7       | 2811     | 2022-09-27  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 7       | 2812     | 2022-09-28  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 7       | 2816     | 2022-09-28  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 7       | 2818     | 2022-09-26  | 2022-10-03 | 2022-10-02  |
| 2022-09-26    | 7       | 2821     | 2022-09-28  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 7       | 2823     | 2022-09-30  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 7       | 2828     | 2022-09-29  | 2022-10-06 | 2022-10-02  |
| 2022-09-26    | 7       | 2836     | 2022-09-28  | 2022-10-05 | 2022-10-02  |
| 2022-09-26    | 7       | 2838     | 2022-09-27  | 2022-10-04 | 2022-10-02  |
| 2022-09-26    | 7       | 2841     | 2022-09-30  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 7       | 2844     | 2022-09-30  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 7       | 2846     | 2022-09-30  | 2022-10-07 | 2022-10-02  |
| 2022-09-26    | 7       | 2862     | 2022-09-29  | 2022-10-05 | 2022-10-02  |
| 2022-09-26    | 7       | 2870     | 2022-09-30  | 2022-10-06 | 2022-10-02  |
| 2022-09-26    | 7       | 2872     | 2022-09-28  | 2022-10-07 | 2022-10-02  |
| 2022-10-03    | 0       | 3107     | 2022-10-03  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 0       | 3108     | 2022-10-03  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 0       | 3109     | 2022-10-03  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 0       | 3110     | 2022-10-03  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 0       | 3111     | 2022-10-03  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 0       | 3112     | 2022-10-03  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 0       | 3113     | 2022-10-03  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 0       | 3114     | 2022-10-03  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 0       | 3115     | 2022-10-03  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 0       | 3116     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3117     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3118     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3119     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3120     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3121     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3122     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3123     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3124     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3125     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3126     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3127     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3128     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3129     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3130     | 2022-10-04  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 0       | 3131     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3132     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3133     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3134     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3135     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3136     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3137     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3138     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3139     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3140     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3141     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3142     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3143     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3144     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3145     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3146     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3147     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3148     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3149     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3150     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3151     | 2022-10-05  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 0       | 3152     | 2022-10-06  | 2022-10-06 | 2022-10-09  |
| 2022-10-03    | 0       | 3153     | 2022-10-06  | 2022-10-06 | 2022-10-09  |
| 2022-10-03    | 0       | 3154     | 2022-10-06  | 2022-10-06 | 2022-10-09  |
| 2022-10-03    | 0       | 3155     | 2022-10-06  | 2022-10-06 | 2022-10-09  |
| 2022-10-03    | 0       | 3156     | 2022-10-06  | 2022-10-06 | 2022-10-09  |
| 2022-10-03    | 0       | 3157     | 2022-10-07  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 0       | 3158     | 2022-10-07  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 0       | 3159     | 2022-10-07  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 0       | 3160     | 2022-10-07  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 0       | 3161     | 2022-10-07  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 0       | 3162     | 2022-10-07  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3004     | 2022-09-26  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3009     | 2022-09-26  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3013     | 2022-09-26  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3020     | 2022-09-26  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3021     | 2022-09-26  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3026     | 2022-09-26  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3027     | 2022-09-26  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3034     | 2022-09-27  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3035     | 2022-09-27  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3036     | 2022-09-27  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3037     | 2022-09-27  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3038     | 2022-09-27  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3039     | 2022-09-27  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3041     | 2022-09-27  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3042     | 2022-09-27  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3043     | 2022-09-27  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3044     | 2022-09-28  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3046     | 2022-09-28  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3047     | 2022-09-28  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3053     | 2022-09-28  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3057     | 2022-09-28  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3060     | 2022-09-28  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3061     | 2022-09-28  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3062     | 2022-09-28  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3067     | 2022-09-29  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3068     | 2022-09-29  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3069     | 2022-09-29  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3070     | 2022-09-29  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3071     | 2022-09-29  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3072     | 2022-09-29  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3073     | 2022-09-29  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3074     | 2022-09-29  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3075     | 2022-09-29  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 1       | 3076     | 2022-09-29  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3077     | 2022-09-29  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3079     | 2022-09-29  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3080     | 2022-09-29  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3082     | 2022-09-30  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3083     | 2022-09-30  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3084     | 2022-09-30  | 2022-10-06 | 2022-10-09  |
| 2022-10-03    | 1       | 3085     | 2022-09-30  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3086     | 2022-09-30  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3087     | 2022-09-30  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3088     | 2022-09-30  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3089     | 2022-09-30  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3090     | 2022-09-30  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 1       | 3091     | 2022-09-30  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3092     | 2022-09-30  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3093     | 2022-09-30  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3094     | 2022-09-30  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3095     | 2022-09-30  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3096     | 2022-09-30  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 1       | 3097     | 2022-09-30  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 1       | 3099     | 2022-09-30  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3100     | 2022-09-30  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3101     | 2022-09-30  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3102     | 2022-09-30  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3104     | 2022-09-30  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 1       | 3105     | 2022-09-30  | 2022-10-04 | 2022-10-09  |
| 2022-10-03    | 1       | 3106     | 2022-09-30  | 2022-10-03 | 2022-10-09  |
| 2022-10-03    | 1       | 3107     | 2022-10-03  | 2022-10-10 | 2022-10-09  |
| 2022-10-03    | 1       | 3108     | 2022-10-03  | 2022-10-10 | 2022-10-09  |
| 2022-10-03    | 1       | 3109     | 2022-10-03  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3110     | 2022-10-03  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3111     | 2022-10-03  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3112     | 2022-10-03  | 2022-10-10 | 2022-10-09  |
| 2022-10-03    | 1       | 3113     | 2022-10-03  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3114     | 2022-10-03  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3115     | 2022-10-03  | 2022-10-05 | 2022-10-09  |
| 2022-10-03    | 1       | 3116     | 2022-10-04  | 2022-10-10 | 2022-10-09  |
| 2022-10-03    | 1       | 3117     | 2022-10-04  | 2022-10-11 | 2022-10-09  |
| 2022-10-03    | 1       | 3118     | 2022-10-04  | 2022-10-10 | 2022-10-09  |
| 2022-10-03    | 1       | 3119     | 2022-10-04  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3120     | 2022-10-04  | 2022-10-11 | 2022-10-09  |
| 2022-10-03    | 1       | 3121     | 2022-10-04  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3122     | 2022-10-04  | 2022-10-07 | 2022-10-09  |
| 2022-10-03    | 1       | 3123     | 2022-10-04  | 2022-10-06 | 2022-10-09  |
