leads_id,last_stage,no_of_stage,start_ts,stage2_ts,stage3_ts,stage4_ts,stage5_ts,stage6_ts,stage7_ts,stage8_ts,stage2_state,stage3_state,stage4_state,stage5_state,stage6_state,stage7_state,stage8_state,reason,last_ts,stage2_duration,stage3_duration,stage4_duration,stage5_duration,stage6_duration,stage7_duration,stage8_duration,last_state,cycle_duration
347,103,3,"2021-03-05 12:30:54","2021-03-08 13:22:20","2021-03-09 17:58:05",,,,,,1,0,,,,,,"not answered","2021-03-09 17:58:05",3.04,1.19,,,,,,loss,4.23
348,103,3,"2021-03-05 17:23:53","2021-03-12 10:35:06","2021-03-15 09:05:04",,,,,,1,0,,,,,,"not answered","2021-03-15 09:05:04",6.72,2.94,,,,,,loss,9.65
349,101,1,"2021-03-08 09:11:34",,,,,,,,,,,,,,,"","2021-03-08 09:11:34",,,,,,,,open,0.0
35,106,6,"2020-12-07 09:52:53","2020-12-11 16:16:51","2020-12-14 16:02:58","2020-12-16 11:22:01","2020-12-23 10:55:40","2020-12-25 17:27:12",,,1,1,1,1,0,,,"price not fit","2020-12-25 17:27:12",4.27,2.99,1.8,6.98,2.27,,,loss,18.32
350,108,8,"2021-03-08 10:39:52","2021-03-11 17:45:14","2021-03-12 12:17:27","2021-03-15 11:50:05","2021-03-22 09:21:45","2021-03-23 17:12:15","2021-03-30 17:39:32","2021-04-02 17:18:27",1,1,1,1,1,1,1,"","2021-04-02 17:18:27",3.3,0.77,2.98,6.9,1.33,7.02,2.99,won,25.28
351,108,8,"2021-03-08 10:59:34","2021-03-12 16:23:41","2021-03-15 17:41:32","2021-03-16 13:05:14","2021-03-24 16:33:41","2021-03-25 09:04:41","2021-04-02 11:03:56","2021-04-08 14:54:56",1,1,1,1,1,1,1,"","2021-04-08 14:54:56",4.23,3.05,0.81,8.14,0.69,8.08,6.16,won,31.16
352,101,1,"2021-03-08 11:10:15",,,,,,,,,,,,,,,"","2021-03-08 11:10:15",,,,,,,,open,0.0
353,105,5,"2021-03-08 13:01:51","2021-03-12 10:26:31","2021-03-15 11:50:23","2021-03-16 13:40:32","2021-03-24 10:36:39",,,,1,1,1,0,,,,"price not fit","2021-03-24 10:36:39",3.89,3.06,1.08,7.87,,,,loss,15.9
354,104,4,"2021-03-08 13:50:06","2021-03-15 11:12:54","2021-03-16 13:28:50","2021-03-17 10:27:28",,,,,1,1,0,,,,,"not answered","2021-03-17 10:27:28",6.89,1.09,0.87,,,,,loss,8.86
355,108,8,"2021-03-08 15:33:28","2021-03-12 12:47:04","2021-03-15 13:41:13","2021-03-16 12:03:33","2021-03-22 16:16:55","2021-03-26 09:09:31","2021-04-02 09:55:54","2021-04-06 09:38:16",1,1,1,1,1,1,1,"","2021-04-06 09:38:16",3.88,3.04,0.93,6.18,3.7,7.03,3.99,won,28.75
356,102,2,"2021-03-08 16:05:59","2021-03-15 11:30:55",,,,,,,0,,,,,,,"not selected","2021-03-15 11:30:55",6.81,,,,,,,loss,6.81
357,107,7,"2021-03-08 16:45:07","2021-03-12 09:17:15","2021-03-15 11:04:14","2021-03-16 12:28:42","2021-03-19 17:30:32","2021-03-22 09:27:16","2021-03-26 10:44:40",,1,1,1,1,1,0,,"not answered","2021-03-26 10:44:40",3.69,3.07,1.06,3.21,2.66,4.05,,loss,17.75
358,106,6,"2021-03-08 17:17:20","2021-03-12 14:56:00","2021-03-15 14:11:52","2021-03-17 10:21:40","2021-03-22 10:24:35","2021-03-24 12:06:33",,,1,1,1,1,0,,,"price not fit","2021-03-24 12:06:33",3.9,2.97,1.84,5.0,2.07,,,loss,15.78
359,108,8,"2021-03-08 17:44:31","2021-03-12 14:45:27","2021-03-15 15:36:43","2021-03-16 10:25:10","2021-03-22 11:09:07","2021-03-23 10:51:44","2021-03-29 15:11:47","2021-04-06 11:23:35",1,1,1,1,1,1,1,"","2021-04-06 11:23:35",3.88,3.04,0.78,6.03,0.99,6.18,7.84,won,28.74
36,108,8,"2020-12-07 11:19:48","2020-12-11 15:11:12","2020-12-14 17:07:50","2020-12-16 13:29:26","2020-12-23 09:51:04","2020-12-25 15:06:42","2020-12-29 11:13:06","2021-01-01 10:19:43",1,1,1,1,1,1,1,"","2021-01-01 10:19:43",4.16,3.08,1.85,6.85,2.22,3.84,2.96,won,24.96
360,108,8,"2021-03-09 12:27:35","2021-03-12 16:00:07","2021-03-15 14:24:35","2021-03-16 15:24:43","2021-03-23 12:29:46","2021-03-25 17:28:20","2021-03-29 11:22:36","2021-04-01 13:54:48",1,1,1,1,1,1,1,"","2021-04-01 13:54:48",3.15,2.93,1.04,6.88,2.21,3.75,3.11,won,23.06
361,108,8,"2021-03-09 13:27:53","2021-03-15 09:31:46","2021-03-17 11:43:52","2021-03-19 09:11:58","2021-03-25 10:15:41","2021-03-26 15:15:17","2021-04-02 12:02:32","2021-04-08 10:36:52",1,1,1,1,1,1,1,"","2021-04-08 10:36:52",5.84,2.09,1.89,6.04,1.21,6.87,5.94,won,29.88
362,103,3,"2021-03-09 17:01:18","2021-03-12 11:12:04","2021-03-15 10:49:48",,,,,,1,0,,,,,,"not answered","2021-03-15 10:49:48",2.76,2.98,,,,,,loss,5.74
363,104,4,"2021-03-09 17:34:53","2021-03-12 11:42:07","2021-03-15 16:05:30","2021-03-16 17:54:47",,,,,1,1,0,,,,,"already use other products","2021-03-16 17:54:47",2.76,3.18,1.08,,,,,loss,7.01
364,101,1,"2021-03-09 17:40:38",,,,,,,,,,,,,,,"","2021-03-09 17:40:38",,,,,,,,open,0.0
365,101,1,"2021-03-09 17:46:56",,,,,,,,,,,,,,,"","2021-03-09 17:46:56",,,,,,,,open,0.0
366,101,1,"2021-03-10 09:40:29",,,,,,,,,,,,,,,"","2021-03-10 09:40:29",,,,,,,,open,0.0
367,101,1,"2021-03-10 10:14:46",,,,,,,,,,,,,,,"","2021-03-10 10:14:46",,,,,,,,open,0.0
368,105,5,"2021-03-10 10:27:26","2021-03-15 16:54:16","2021-03-17 11:08:35","2021-03-19 15:29:17","2021-03-24 17:55:03",,,,1,1,1,0,,,,"price not fit","2021-03-24 17:55:03",5.27,1.76,2.18,5.1,,,,loss,14.31
369,108,8,"2021-03-10 16:36:54","2021-03-15 09:10:19","2021-03-18 17:29:13","2021-03-19 15:38:14","2021-03-22 11:58:17","2021-03-25 16:11:56","2021-03-30 13:34:30","2021-04-05 11:47:22",1,1,1,1,1,1,1,"","2021-04-05 11:47:22",4.69,3.35,0.92,2.85,3.18,4.89,5.93,won,25.8
37,104,4,"2020-12-07 12:25:04","2020-12-14 15:38:43","2020-12-16 10:35:41","2020-12-17 14:58:46",,,,,1,1,0,,,,,"not answered","2020-12-17 14:58:46",7.13,1.79,1.18,,,,,loss,10.11
370,104,4,"2021-03-11 09:45:55","2021-03-16 13:51:00","2021-03-18 12:45:01","2021-03-19 15:47:48",,,,,1,1,0,,,,,"not answered","2021-03-19 15:47:48",5.17,1.95,1.13,,,,,loss,8.25
371,101,1,"2021-03-11 10:19:11",,,,,,,,,,,,,,,"","2021-03-11 10:19:11",,,,,,,,open,0.0
372,108,8,"2021-03-11 13:17:13","2021-03-15 09:41:20","2021-03-17 16:08:37","2021-03-18 16:05:41","2021-03-23 09:54:38","2021-03-25 15:57:23","2021-04-01 10:12:03","2021-04-08 17:51:52",1,1,1,1,1,1,1,"","2021-04-08 17:51:52",3.85,2.27,1.0,4.74,2.25,6.76,7.32,won,28.19
373,103,3,"2021-03-11 13:59:08","2021-03-16 17:40:43","2021-03-17 09:47:30",,,,,,1,0,,,,,,"not answered","2021-03-17 09:47:30",5.15,0.67,,,,,,loss,5.83
374,105,5,"2021-03-11 15:47:38","2021-03-16 16:45:12","2021-03-17 17:38:10","2021-03-18 14:05:23","2021-03-23 10:22:10",,,,1,1,1,0,,,,"price not fit","2021-03-23 10:22:10",5.04,1.04,0.85,4.84,,,,loss,11.77
375,108,8,"2021-03-12 09:00:00","2021-03-15 10:58:18","2021-03-16 16:13:51","2021-03-17 10:42:54","2021-03-26 16:10:33","2021-03-29 09:18:48","2021-04-07 12:05:59","2021-04-15 15:46:44",1,1,1,1,1,1,1,"","2021-04-15 15:46:44",3.08,1.22,0.77,9.23,2.71,9.12,8.15,won,34.28
376,106,6,"2021-03-12 16:20:13","2021-03-15 17:53:51","2021-03-18 16:49:48","2021-03-19 13:57:43","2021-03-23 16:47:35","2021-03-24 13:25:52",,,1,1,1,1,0,,,"not answered","2021-03-24 13:25:52",3.07,2.96,0.88,4.12,0.86,,,loss,11.88
377,108,8,"2021-03-12 17:47:17","2021-03-15 10:13:25","2021-03-16 13:04:10","2021-03-17 15:12:06","2021-03-22 17:54:36","2021-03-25 16:25:13","2021-04-01 09:27:21","2021-04-05 12:52:04",1,1,1,1,1,1,1,"","2021-04-05 12:52:04",2.68,1.12,1.09,5.11,2.94,6.71,4.14,won,23.79
378,108,8,"2021-03-15 14:24:23","2021-03-22 10:52:24","2021-03-23 17:28:04","2021-03-24 15:56:05","2021-03-30 13:43:34","2021-04-01 17:27:51","2021-04-07 09:26:39","2021-04-09 15:28:38",1,1,1,1,1,1,1,"","2021-04-09 15:28:38",6.85,1.27,0.94,5.91,2.16,5.67,2.25,won,25.04
379,108,8,"2021-03-16 10:33:37","2021-03-23 16:15:58","2021-03-26 17:20:55","2021-03-29 16:48:30","2021-04-06 09:50:41","2021-04-09 13:19:38","2021-04-16 12:04:31","2021-04-21 17:21:11",1,1,1,1,1,1,1,"","2021-04-21 17:21:11",7.24,3.05,2.98,7.71,3.15,6.95,5.22,won,36.28
38,104,4,"2020-12-07 14:24:19","2020-12-11 12:12:38","2020-12-14 17:41:51","2020-12-16 16:53:08",,,,,1,1,0,,,,,"not interested","2020-12-16 16:53:08",3.91,3.23,1.97,,,,,loss,9.1
380,108,8,"2021-03-18 10:18:23","2021-03-23 15:13:43","2021-03-26 10:33:24","2021-03-29 14:19:43","2021-04-02 13:21:58","2021-04-05 11:20:42","2021-04-14 17:14:32","2021-04-23 14:20:14",1,1,1,1,1,1,1,"","2021-04-23 14:20:14",5.21,2.81,3.16,3.96,2.92,9.25,8.88,won,36.17
381,101,1,"2021-03-18 10:29:23",,,,,,,,,,,,,,,"","2021-03-18 10:29:23",,,,,,,,open,0.0
382,104,4,"2021-03-18 16:32:18","2021-03-22 16:32:22","2021-03-23 09:45:22","2021-03-25 15:40:41",,,,,1,1,0,,,,,"already use other products","2021-03-25 15:40:41",4.0,0.72,2.25,,,,,loss,6.96
383,103,3,"2021-03-19 09:08:29","2021-03-24 17:51:02","2021-03-26 12:10:50",,,,,,1,0,,,,,,"not interested","2021-03-26 12:10:50",5.36,1.76,,,,,,loss,7.13
384,101,1,"2021-03-19 10:41:39",,,,,,,,,,,,,,,"","2021-03-19 10:41:39",,,,,,,,open,0.0
385,102,2,"2021-03-19 10:45:52","2021-03-22 12:26:36",,,,,,,0,,,,,,,"not selected","2021-03-22 12:26:36",3.07,,,,,,,loss,3.07
386,104,4,"2021-03-19 11:29:30","2021-03-23 10:11:57","2021-03-26 14:37:41","2021-03-29 17:40:55",,,,,1,1,0,,,,,"not interested","2021-03-29 17:40:55",3.95,3.18,3.13,,,,,loss,10.26
387,103,3,"2021-03-19 11:34:13","2021-03-23 13:08:21","2021-03-26 10:28:53",,,,,,1,0,,,,,,"not answered","2021-03-26 10:28:53",4.07,2.89,,,,,,loss,6.95
388,103,3,"2021-03-19 14:06:34","2021-03-22 10:47:10","2021-03-25 16:50:50",,,,,,1,0,,,,,,"not answered","2021-03-25 16:50:50",2.86,3.25,,,,,,loss,6.11
389,107,7,"2021-03-19 16:17:53","2021-03-26 10:37:44","2021-03-29 16:17:45","2021-04-01 09:20:34","2021-04-09 16:41:30","2021-04-13 16:43:46","2021-04-22 11:53:27",,1,1,1,1,1,0,,"not answered","2021-04-22 11:53:27",6.76,3.24,2.71,8.31,4.0,8.8,,loss,33.82
39,103,3,"2020-12-07 16:32:06","2020-12-11 09:19:23","2020-12-14 11:25:44",,,,,,1,0,,,,,,"not answered","2020-12-14 11:25:44",3.7,3.09,,,,,,loss,6.79
390,107,7,"2021-03-19 17:10:29","2021-03-24 09:16:02","2021-03-26 17:42:58","2021-03-29 11:47:15","2021-04-05 10:09:41","2021-04-08 12:52:04","2021-04-16 17:34:51",,1,1,1,1,1,0,,"not answered","2021-04-16 17:34:51",4.67,2.35,2.75,6.93,3.11,8.2,,loss,28.02
391,102,2,"2021-03-22 09:49:35","2021-03-26 15:57:29",,,,,,,0,,,,,,,"not selected","2021-03-26 15:57:29",4.26,,,,,,,loss,4.26
392,106,6,"2021-03-22 12:39:14","2021-03-26 15:59:30","2021-03-29 15:56:12","2021-04-01 14:01:28","2021-04-06 11:19:54","2021-04-08 10:35:56",,,1,1,1,1,0,,,"not answered","2021-04-08 10:35:56",4.14,3.0,2.92,4.89,1.97,,,loss,16.91
393,102,2,"2021-03-23 09:19:08","2021-03-29 09:07:41",,,,,,,0,,,,,,,"not selected","2021-03-29 09:07:41",5.99,,,,,,,loss,5.99
394,101,1,"2021-03-23 12:20:11",,,,,,,,,,,,,,,"","2021-03-23 12:20:11",,,,,,,,open,0.0
395,108,8,"2021-03-23 14:37:39","2021-03-26 17:53:51","2021-03-29 10:56:40","2021-03-31 09:15:01","2021-04-06 17:47:31","2021-04-07 15:50:24","2021-04-13 17:17:42","2021-04-19 09:58:32",1,1,1,1,1,1,1,"","2021-04-19 09:58:32",3.14,2.71,1.93,6.36,0.92,6.06,5.7,won,26.81
396,104,4,"2021-03-24 12:18:46","2021-03-29 10:58:37","2021-03-30 14:40:48","2021-03-31 11:41:30",,,,,1,1,0,,,,,"not interested","2021-03-31 11:41:30",4.94,1.15,0.88,,,,,loss,6.97
397,101,1,"2021-03-24 17:02:39",,,,,,,,,,,,,,,"","2021-03-24 17:02:39",,,,,,,,open,0.0
398,105,5,"2021-03-24 17:40:11","2021-03-29 09:25:51","2021-03-31 09:31:47","2021-04-01 13:13:09","2021-04-05 13:45:18",,,,1,1,1,0,,,,"price not fit","2021-04-05 13:45:18",4.66,2.0,1.15,4.02,,,,loss,11.84
399,105,5,"2021-03-25 09:22:46","2021-03-30 16:55:35","2021-04-02 11:17:40","2021-04-05 11:10:29","2021-04-12 09:41:19",,,,1,1,1,0,,,,"price not fit","2021-04-12 09:41:19",5.31,2.77,3.0,6.94,,,,loss,18.01
4,103,3,"2020-11-26 13:56:31","2020-12-01 16:36:31","2020-12-02 16:22:27",,,,,,1,0,,,,,,"not answered","2020-12-02 16:22:27",5.11,0.99,,,,,,loss,6.1
40,101,1,"2020-12-07 16:39:49",,,,,,,,,,,,,,,"","2020-12-07 16:39:49",,,,,,,,open,0.0
400,105,5,"2021-03-25 09:58:33","2021-03-29 14:19:02","2021-03-30 09:44:26","2021-03-31 10:15:39","2021-04-05 17:48:28",,,,1,1,1,0,,,,"not answered","2021-04-05 17:48:28",4.18,0.81,1.02,5.31,,,,loss,11.33
401,108,8,"2021-03-25 10:24:53","2021-03-30 09:44:28","2021-04-02 09:24:13","2021-04-05 11:51:52","2021-04-12 10:39:24","2021-04-13 16:22:46","2021-04-16 14:18:51","2021-04-19 13:27:20",1,1,1,1,1,1,1,"","2021-04-19 13:27:20",4.97,2.99,3.1,6.95,1.24,2.91,2.96,won,25.13
402,102,2,"2021-03-25 12:55:16","2021-03-29 10:01:46",,,,,,,0,,,,,,,"not selected","2021-03-29 10:01:46",3.88,,,,,,,loss,3.88
403,103,3,"2021-03-25 13:02:51","2021-03-30 17:49:37","2021-04-02 09:32:13",,,,,,1,0,,,,,,"not answered","2021-04-02 09:32:13",5.2,2.65,,,,,,loss,7.85
404,102,2,"2021-03-25 13:25:46","2021-03-30 15:17:46",,,,,,,0,,,,,,,"not selected","2021-03-30 15:17:46",5.08,,,,,,,loss,5.08
405,101,1,"2021-03-25 16:25:44",,,,,,,,,,,,,,,"","2021-03-25 16:25:44",,,,,,,,open,0.0
406,101,1,"2021-03-25 16:32:34",,,,,,,,,,,,,,,"","2021-03-25 16:32:34",,,,,,,,open,0.0
407,106,6,"2021-03-26 09:21:27","2021-03-29 10:36:38","2021-03-30 16:12:10","2021-04-02 13:45:31","2021-04-05 09:21:46","2021-04-09 16:12:52",,,1,1,1,1,0,,,"price not fit","2021-04-09 16:12:52",3.05,1.23,2.9,2.82,4.29,,,loss,14.29
408,103,3,"2021-03-26 11:09:28","2021-04-02 12:47:05","2021-04-05 15:02:29",,,,,,1,0,,,,,,"not answered","2021-04-05 15:02:29",7.07,3.09,,,,,,loss,10.16
409,108,8,"2021-03-26 12:19:22","2021-04-02 09:35:05","2021-04-05 17:02:09","2021-04-08 09:27:32","2021-04-13 17:02:43","2021-04-15 11:07:55","2021-04-22 10:33:12","2021-04-28 15:43:54",1,1,1,1,1,1,1,"","2021-04-28 15:43:54",6.89,3.31,2.68,5.32,1.75,6.98,6.22,won,33.14
41,102,2,"2020-12-08 09:56:50","2020-12-11 15:10:32",,,,,,,0,,,,,,,"not selected","2020-12-11 15:10:32",3.22,,,,,,,loss,3.22
410,108,8,"2021-03-26 12:27:30","2021-03-31 13:06:23","2021-04-01 13:54:16","2021-04-02 14:20:56","2021-04-09 16:49:46","2021-04-12 09:51:29","2021-04-20 15:32:25","2021-04-29 15:42:34",1,1,1,1,1,1,1,"","2021-04-29 15:42:34",5.03,1.03,1.02,7.1,2.71,8.24,9.01,won,34.14
411,101,1,"2021-03-26 16:04:42",,,,,,,,,,,,,,,"","2021-03-26 16:04:42",,,,,,,,open,0.0
412,104,4,"2021-03-26 17:21:32","2021-03-29 17:31:41","2021-03-30 16:28:38","2021-04-01 11:45:14",,,,,1,1,0,,,,,"already use other products","2021-04-01 11:45:14",3.01,0.96,1.8,,,,,loss,5.77
413,104,4,"2021-03-26 17:38:50","2021-03-31 14:29:45","2021-04-01 12:08:58","2021-04-02 11:00:50",,,,,1,1,0,,,,,"already use other products","2021-04-02 11:00:50",4.87,0.9,0.95,,,,,loss,6.72
414,103,3,"2021-03-26 17:51:37","2021-04-02 09:59:29","2021-04-05 14:16:16",,,,,,1,0,,,,,,"not interested","2021-04-05 14:16:16",6.67,3.18,,,,,,loss,9.85
415,104,4,"2021-03-29 09:58:20","2021-04-02 12:50:17","2021-04-05 14:06:11","2021-04-06 10:07:56",,,,,1,1,0,,,,,"already use other products","2021-04-06 10:07:56",4.12,3.05,0.83,,,,,loss,8.01
416,108,8,"2021-03-29 16:56:00","2021-04-05 16:26:39","2021-04-06 15:10:40","2021-04-09 17:11:58","2021-04-15 14:07:21","2021-04-19 12:37:47","2021-04-27 11:42:48","2021-04-30 17:55:53",1,1,1,1,1,1,1,"","2021-04-30 17:55:53",6.98,0.95,3.08,5.87,3.94,7.96,3.26,won,32.04
417,108,8,"2021-03-29 17:20:47","2021-04-02 10:12:26","2021-04-05 14:01:48","2021-04-07 12:33:24","2021-04-14 14:06:01","2021-04-15 11:47:52","2021-04-23 16:42:02","2021-04-28 17:50:50",1,1,1,1,1,1,1,"","2021-04-28 17:50:50",3.7,3.16,1.94,7.06,0.9,8.2,5.05,won,30.02
418,101,1,"2021-03-29 17:36:51",,,,,,,,,,,,,,,"","2021-03-29 17:36:51",,,,,,,,open,0.0
419,101,1,"2021-03-29 17:45:14",,,,,,,,,,,,,,,"","2021-03-29 17:45:14",,,,,,,,open,0.0
42,107,7,"2020-12-08 10:53:09","2020-12-14 17:20:48","2020-12-16 16:57:58","2020-12-17 15:39:18","2020-12-22 15:26:42","2020-12-23 14:55:10","2020-12-31 14:21:50",,1,1,1,1,1,0,,"price not fit","2020-12-31 14:21:50",6.27,1.98,0.95,4.99,0.98,7.98,,loss,23.14
420,105,5,"2021-03-30 09:29:16","2021-04-02 17:19:53","2021-04-05 09:34:59","2021-04-06 17:54:54","2021-04-13 09:22:44",,,,1,1,1,0,,,,"not interested","2021-04-13 09:22:44",3.33,2.68,1.35,6.64,,,,loss,14.0
421,104,4,"2021-03-30 09:34:41","2021-04-06 15:22:21","2021-04-08 17:32:09","2021-04-09 16:32:02",,,,,1,1,0,,,,,"not answered","2021-04-09 16:32:02",7.24,2.09,0.96,,,,,loss,10.29
422,101,1,"2021-03-30 10:11:21",,,,,,,,,,,,,,,"","2021-03-30 10:11:21",,,,,,,,open,0.0
423,105,5,"2021-03-30 14:51:51","2021-04-06 16:29:58","2021-04-07 14:35:21","2021-04-08 12:47:34","2021-04-15 15:55:52",,,,1,1,1,0,,,,"price not fit","2021-04-15 15:55:52",7.07,0.92,0.93,7.13,,,,loss,16.04
424,108,8,"2021-03-30 14:54:00","2021-04-02 13:26:32","2021-04-05 17:29:52","2021-04-06 13:03:52","2021-04-12 15:42:00","2021-04-13 16:28:46","2021-04-19 15:34:15","2021-04-23 10:38:34",1,1,1,1,1,1,1,"","2021-04-23 10:38:34",2.94,3.17,0.82,6.11,1.03,5.96,3.79,won,23.82
425,106,6,"2021-03-30 15:10:12","2021-04-06 09:37:53","2021-04-08 17:01:15","2021-04-09 12:01:25","2021-04-15 10:37:47","2021-04-16 13:46:22",,,1,1,1,1,0,,,"not answered","2021-04-16 13:46:22",6.77,2.31,0.79,5.94,1.13,,,loss,16.94
426,108,8,"2021-03-30 15:43:42","2021-04-02 09:42:50","2021-04-05 10:47:35","2021-04-07 12:18:16","2021-04-12 15:56:16","2021-04-14 10:44:46","2021-04-21 16:25:53","2021-04-27 10:51:50",1,1,1,1,1,1,1,"","2021-04-27 10:51:50",2.75,3.04,2.06,5.15,1.78,7.24,5.77,won,27.8
427,101,1,"2021-03-30 16:08:30",,,,,,,,,,,,,,,"","2021-03-30 16:08:30",,,,,,,,open,0.0
428,105,5,"2021-03-31 09:21:36","2021-04-06 15:51:45","2021-04-09 16:12:09","2021-04-12 16:30:22","2021-04-19 09:58:39",,,,1,1,1,0,,,,"price not fit","2021-04-19 09:58:39",6.27,3.01,3.01,6.73,,,,loss,19.03
429,104,4,"2021-03-31 16:05:30","2021-04-05 10:16:31","2021-04-06 14:39:04","2021-04-09 14:28:14",,,,,1,1,0,,,,,"already use other products","2021-04-09 14:28:14",4.76,1.18,2.99,,,,,loss,8.93
43,102,2,"2020-12-08 12:08:28","2020-12-11 17:16:16",,,,,,,0,,,,,,,"not selected","2020-12-11 17:16:16",3.21,,,,,,,loss,3.21
430,108,8,"2021-03-31 17:10:59","2021-04-05 10:34:16","2021-04-06 10:28:17","2021-04-07 10:47:03","2021-04-12 09:02:46","2021-04-15 13:38:26","2021-04-23 16:57:44","2021-04-27 14:55:42",1,1,1,1,1,1,1,"","2021-04-27 14:55:42",4.72,1.0,1.01,4.93,3.19,8.14,3.92,won,26.91
431,108,8,"2021-04-01 09:02:49","2021-04-05 09:49:36","2021-04-07 11:03:21","2021-04-08 13:50:03","2021-04-15 16:09:52","2021-04-19 09:30:07","2021-04-29 17:20:33","2021-05-04 09:29:17",1,1,1,1,1,1,1,"","2021-05-04 09:29:17",4.03,2.05,1.12,7.1,3.72,10.33,4.67,won,33.02
432,108,8,"2021-04-01 10:12:41","2021-04-05 10:22:49","2021-04-07 14:03:54","2021-04-09 17:40:28","2021-04-16 12:10:03","2021-04-19 12:30:47","2021-04-29 15:18:52","2021-05-06 09:36:08",1,1,1,1,1,1,1,"","2021-05-06 09:36:08",4.01,2.15,2.15,6.77,3.01,10.12,6.76,won,34.97
433,108,8,"2021-04-01 11:13:41","2021-04-06 17:18:49","2021-04-07 12:37:59","2021-04-08 15:57:38","2021-04-13 15:50:03","2021-04-16 14:57:12","2021-04-23 10:49:57","2021-04-28 11:31:05",1,1,1,1,1,1,1,"","2021-04-28 11:31:05",5.25,0.8,1.14,4.99,2.96,6.83,5.03,won,27.01
434,102,2,"2021-04-01 12:09:10","2021-04-05 09:22:41",,,,,,,0,,,,,,,"not selected","2021-04-05 09:22:41",3.88,,,,,,,loss,3.88
435,105,5,"2021-04-01 14:39:23","2021-04-06 09:28:10","2021-04-07 15:26:21","2021-04-08 11:50:06","2021-04-14 16:53:37",,,,1,1,1,0,,,,"not answered","2021-04-14 16:53:37",4.78,1.25,0.85,6.21,,,,loss,13.09
436,103,3,"2021-04-01 15:38:48","2021-04-05 16:51:59","2021-04-07 16:21:09",,,,,,1,0,,,,,,"not answered","2021-04-07 16:21:09",4.05,1.98,,,,,,loss,6.03
437,108,8,"2021-04-01 15:39:02","2021-04-05 11:31:34","2021-04-08 16:30:13","2021-04-09 10:53:59","2021-04-16 10:29:57","2021-04-19 17:10:11","2021-04-26 16:09:38","2021-05-03 17:17:17",1,1,1,1,1,1,1,"","2021-05-03 17:17:17",3.83,3.21,0.77,6.98,3.28,6.96,7.05,won,32.07
438,108,8,"2021-04-01 16:07:59","2021-04-06 15:11:22","2021-04-07 15:14:37","2021-04-09 15:37:37","2021-04-13 13:11:19","2021-04-15 09:22:55","2021-04-22 15:04:29","2021-04-30 16:36:34",1,1,1,1,1,1,1,"","2021-04-30 16:36:34",4.96,1.0,2.02,3.9,1.84,7.24,8.06,won,29.02
439,105,5,"2021-04-01 16:11:55","2021-04-07 09:35:15","2021-04-09 13:25:51","2021-04-12 13:06:53","2021-04-19 17:09:14",,,,1,1,1,0,,,,"not answered","2021-04-19 17:09:14",5.72,2.16,2.99,7.17,,,,loss,18.04
44,101,1,"2020-12-08 16:06:14",,,,,,,,,,,,,,,"","2020-12-08 16:06:14",,,,,,,,open,0.0
440,108,8,"2021-04-01 16:34:05","2021-04-05 10:24:08","2021-04-06 12:15:00","2021-04-08 16:17:24","2021-04-12 09:17:45","2021-04-13 17:51:16","2021-04-20 09:15:58","2021-04-27 09:56:16",1,1,1,1,1,1,1,"","2021-04-27 09:56:16",3.74,1.08,2.17,3.71,1.36,6.64,7.03,won,25.72
441,102,2,"2021-04-01 17:23:09","2021-04-06 12:24:05",,,,,,,0,,,,,,,"not selected","2021-04-06 12:24:05",4.79,,,,,,,loss,4.79
442,102,2,"2021-04-01 17:23:09","2021-04-06 09:42:28",,,,,,,0,,,,,,,"not selected","2021-04-06 09:42:28",4.68,,,,,,,loss,4.68
443,103,3,"2021-04-02 09:17:28","2021-04-05 09:24:43","2021-04-06 13:17:52",,,,,,1,0,,,,,,"not answered","2021-04-06 13:17:52",3.01,1.16,,,,,,loss,4.17
444,108,8,"2021-04-02 10:03:20","2021-04-08 16:07:59","2021-04-09 09:08:50","2021-04-12 12:04:27","2021-04-16 11:14:15","2021-04-19 16:32:30","2021-04-26 17:19:36","2021-05-03 14:48:49",1,1,1,1,1,1,1,"","2021-05-03 14:48:49",6.25,0.71,3.12,3.97,3.22,7.03,6.9,won,31.2
445,103,3,"2021-04-02 10:10:18","2021-04-09 12:32:33","2021-04-12 10:25:12",,,,,,1,0,,,,,,"not answered","2021-04-12 10:25:12",7.1,2.91,,,,,,loss,10.01
446,108,8,"2021-04-02 10:30:34","2021-04-09 15:51:24","2021-04-12 10:02:41","2021-04-13 11:19:44","2021-04-19 16:26:46","2021-04-21 10:51:32","2021-04-30 13:42:43","2021-05-03 17:01:19",1,1,1,1,1,1,1,"","2021-05-03 17:01:19",7.22,2.76,1.05,6.21,1.77,9.12,3.14,won,31.27
447,106,6,"2021-04-02 12:42:47","2021-04-09 09:08:37","2021-04-12 09:31:38","2021-04-13 13:08:55","2021-04-23 15:49:02","2021-04-27 09:10:01",,,1,1,1,1,0,,,"not answered","2021-04-27 09:10:01",6.85,3.02,1.15,10.11,3.72,,,loss,24.85
448,103,3,"2021-04-02 13:47:32","2021-04-09 10:19:19","2021-04-12 17:43:29",,,,,,1,0,,,,,,"not interested","2021-04-12 17:43:29",6.86,3.31,,,,,,loss,10.16
449,101,1,"2021-04-02 14:07:06",,,,,,,,,,,,,,,"","2021-04-02 14:07:06",,,,,,,,open,0.0
