leads_id,step_id,starting_ts,start_of_week,ending_ts,end_of_week
3315,0,2022-11-09,2022-11-07,2022-11-09,2022-11-13
3315,0,2022-11-09,2022-11-14,2022-11-09,2022-11-20
3315,1,2022-11-09,2022-11-07,2022-11-14,2022-11-13
3315,1,2022-11-09,2022-11-14,2022-11-14,2022-11-20
3315,1,2022-11-09,2022-11-21,2022-11-14,2022-11-27
3315,2,2022-11-14,2022-11-14,2022-11-15,2022-11-20
3315,2,2022-11-14,2022-11-21,2022-11-15,2022-11-27
3315,3,2022-11-15,2022-11-14,2022-11-17,2022-11-20
3315,3,2022-11-15,2022-11-21,2022-11-17,2022-11-27
3315,4,2022-11-17,2022-11-14,2022-11-23,2022-11-20
3315,4,2022-11-17,2022-11-21,2022-11-23,2022-11-27
3315,4,2022-11-17,2022-11-28,2022-11-23,2022-12-04
3315,5,2022-11-23,2022-11-21,2022-11-25,2022-11-27
3315,5,2022-11-23,2022-11-28,2022-11-25,2022-12-04
3315,6,2022-11-25,2022-11-21,2022-12-02,2022-11-27
3315,6,2022-11-25,2022-11-28,2022-12-02,2022-12-04
3315,6,2022-11-25,2022-12-05,2022-12-02,2022-12-11
3315,7,2022-12-02,2022-11-28,2022-12-08,2022-12-04
3315,7,2022-12-02,2022-12-05,2022-12-08,2022-12-11
3315,7,2022-12-02,2022-12-12,2022-12-08,2022-12-18
3316,0,2022-11-09,2022-11-07,2022-11-09,2022-11-13
3316,0,2022-11-09,2022-11-14,2022-11-09,2022-11-20
3316,1,2022-11-09,2022-11-07,2022-11-14,2022-11-13
3316,1,2022-11-09,2022-11-14,2022-11-14,2022-11-20
3316,1,2022-11-09,2022-11-21,2022-11-14,2022-11-27
3316,2,2022-11-14,2022-11-14,2022-11-15,2022-11-20
3316,2,2022-11-14,2022-11-21,2022-11-15,2022-11-27
3316,3,2022-11-15,2022-11-14,2022-11-16,2022-11-20
3316,3,2022-11-15,2022-11-21,2022-11-16,2022-11-27
3316,4,2022-11-16,2022-11-14,2022-11-22,2022-11-20
3316,4,2022-11-16,2022-11-21,2022-11-22,2022-11-27
3316,4,2022-11-16,2022-11-28,2022-11-22,2022-12-04
3316,5,2022-11-22,2022-11-21,2022-11-24,2022-11-27
3316,5,2022-11-22,2022-11-28,2022-11-24,2022-12-04
3316,6,2022-11-24,2022-11-21,2022-11-30,2022-11-27
3316,6,2022-11-24,2022-11-28,2022-11-30,2022-12-04
3316,6,2022-11-24,2022-12-05,2022-11-30,2022-12-11
3316,7,2022-11-30,2022-11-28,2022-12-08,2022-12-04
3316,7,2022-11-30,2022-12-05,2022-12-08,2022-12-11
3316,7,2022-11-30,2022-12-12,2022-12-08,2022-12-18
3317,0,2022-11-10,2022-11-07,2022-11-10,2022-11-13
3317,0,2022-11-10,2022-11-14,2022-11-10,2022-11-20
3317,1,2022-11-10,2022-11-07,2022-11-14,2022-11-13
3317,1,2022-11-10,2022-11-14,2022-11-14,2022-11-20
3317,1,2022-11-10,2022-11-21,2022-11-14,2022-11-27
3317,2,2022-11-14,2022-11-14,2022-11-15,2022-11-20
3317,2,2022-11-14,2022-11-21,2022-11-15,2022-11-27
3317,3,2022-11-15,2022-11-14,2022-11-16,2022-11-20
3317,3,2022-11-15,2022-11-21,2022-11-16,2022-11-27
3317,4,2022-11-16,2022-11-14,2022-11-21,2022-11-20
3317,4,2022-11-16,2022-11-21,2022-11-21,2022-11-27
3317,4,2022-11-16,2022-11-28,2022-11-21,2022-12-04
3317,5,2022-11-21,2022-11-21,2022-11-23,2022-11-27
3317,5,2022-11-21,2022-11-28,2022-11-23,2022-12-04
3317,6,2022-11-23,2022-11-21,2022-11-29,2022-11-27
3317,6,2022-11-23,2022-11-28,2022-11-29,2022-12-04
3317,6,2022-11-23,2022-12-05,2022-11-29,2022-12-11
3317,7,2022-11-29,2022-11-28,2022-12-06,2022-12-04
3317,7,2022-11-29,2022-12-05,2022-12-06,2022-12-11
3317,7,2022-11-29,2022-12-12,2022-12-06,2022-12-18
3318,0,2022-11-10,2022-11-07,2022-11-10,2022-11-13
3318,0,2022-11-10,2022-11-14,2022-11-10,2022-11-20
3318,1,2022-11-10,2022-11-07,2022-11-16,2022-11-13
3318,1,2022-11-10,2022-11-14,2022-11-16,2022-11-20
3318,1,2022-11-10,2022-11-21,2022-11-16,2022-11-27
3318,2,2022-11-16,2022-11-14,2022-11-17,2022-11-20
3318,2,2022-11-16,2022-11-21,2022-11-17,2022-11-27
3318,3,2022-11-17,2022-11-14,2022-11-18,2022-11-20
3318,3,2022-11-17,2022-11-21,2022-11-18,2022-11-27
3318,4,2022-11-18,2022-11-14,2022-11-25,2022-11-20
3318,4,2022-11-18,2022-11-21,2022-11-25,2022-11-27
3318,4,2022-11-18,2022-11-28,2022-11-25,2022-12-04
3318,5,2022-11-25,2022-11-21,2022-11-29,2022-11-27
3318,5,2022-11-25,2022-11-28,2022-11-29,2022-12-04
3318,5,2022-11-25,2022-12-05,2022-11-29,2022-12-11
3318,6,2022-11-29,2022-11-28,2022-12-07,2022-12-04
3318,6,2022-11-29,2022-12-05,2022-12-07,2022-12-11
3318,6,2022-11-29,2022-12-12,2022-12-07,2022-12-18
3318,7,2022-12-07,2022-12-05,2022-12-15,2022-12-11
3318,7,2022-12-07,2022-12-12,2022-12-15,2022-12-18
3318,7,2022-12-07,2022-12-19,2022-12-15,2022-12-25
3319,0,2022-11-10,2022-11-07,2022-11-10,2022-11-13
3319,0,2022-11-10,2022-11-14,2022-11-10,2022-11-20
3319,1,2022-11-10,2022-11-07,2022-11-15,2022-11-13
3319,1,2022-11-10,2022-11-14,2022-11-15,2022-11-20
3319,1,2022-11-10,2022-11-21,2022-11-15,2022-11-27
3319,2,2022-11-15,2022-11-14,2022-11-18,2022-11-20
3319,2,2022-11-15,2022-11-21,2022-11-18,2022-11-27
3319,3,2022-11-18,2022-11-14,2022-11-21,2022-11-20
3319,3,2022-11-18,2022-11-21,2022-11-21,2022-11-27
3319,3,2022-11-18,2022-11-28,2022-11-21,2022-12-04
3320,0,2022-11-10,2022-11-07,2022-11-10,2022-11-13
3320,0,2022-11-10,2022-11-14,2022-11-10,2022-11-20
3320,1,2022-11-10,2022-11-07,2022-11-14,2022-11-13
3320,1,2022-11-10,2022-11-14,2022-11-14,2022-11-20
3320,1,2022-11-10,2022-11-21,2022-11-14,2022-11-27
3320,2,2022-11-14,2022-11-14,2022-11-16,2022-11-20
3320,2,2022-11-14,2022-11-21,2022-11-16,2022-11-27
3320,3,2022-11-16,2022-11-14,2022-11-17,2022-11-20
3320,3,2022-11-16,2022-11-21,2022-11-17,2022-11-27
3320,4,2022-11-17,2022-11-14,2022-11-24,2022-11-20
3320,4,2022-11-17,2022-11-21,2022-11-24,2022-11-27
3320,4,2022-11-17,2022-11-28,2022-11-24,2022-12-04
3320,5,2022-11-24,2022-11-21,2022-11-28,2022-11-27
3320,5,2022-11-24,2022-11-28,2022-11-28,2022-12-04
3320,5,2022-11-24,2022-12-05,2022-11-28,2022-12-11
3320,6,2022-11-28,2022-11-28,2022-12-06,2022-12-04
3320,6,2022-11-28,2022-12-05,2022-12-06,2022-12-11
3320,6,2022-11-28,2022-12-12,2022-12-06,2022-12-18
3320,7,2022-12-06,2022-12-05,2022-12-16,2022-12-11
3320,7,2022-12-06,2022-12-12,2022-12-16,2022-12-18
3320,7,2022-12-06,2022-12-19,2022-12-16,2022-12-25
3321,0,2022-11-10,2022-11-07,2022-11-10,2022-11-13
3321,0,2022-11-10,2022-11-14,2022-11-10,2022-11-20
3321,1,2022-11-10,2022-11-07,2022-11-14,2022-11-13
3321,1,2022-11-10,2022-11-14,2022-11-14,2022-11-20
3321,1,2022-11-10,2022-11-21,2022-11-14,2022-11-27
3321,2,2022-11-14,2022-11-14,2022-11-17,2022-11-20
3321,2,2022-11-14,2022-11-21,2022-11-17,2022-11-27
3322,0,2022-11-10,2022-11-07,2022-11-10,2022-11-13
3322,0,2022-11-10,2022-11-14,2022-11-10,2022-11-20
3322,1,2022-11-10,2022-11-07,2022-11-14,2022-11-13
3322,1,2022-11-10,2022-11-14,2022-11-14,2022-11-20
3322,1,2022-11-10,2022-11-21,2022-11-14,2022-11-27
3322,2,2022-11-14,2022-11-14,2022-11-15,2022-11-20
3322,2,2022-11-14,2022-11-21,2022-11-15,2022-11-27
3323,0,2022-11-10,2022-11-07,2022-11-10,2022-11-13
3323,0,2022-11-10,2022-11-14,2022-11-10,2022-11-20
3323,1,2022-11-10,2022-11-07,2022-11-15,2022-11-13
3323,1,2022-11-10,2022-11-14,2022-11-15,2022-11-20
3323,1,2022-11-10,2022-11-21,2022-11-15,2022-11-27
3323,2,2022-11-15,2022-11-14,2022-11-16,2022-11-20
3323,2,2022-11-15,2022-11-21,2022-11-16,2022-11-27
3323,3,2022-11-16,2022-11-14,2022-11-17,2022-11-20
3323,3,2022-11-16,2022-11-21,2022-11-17,2022-11-27
3323,4,2022-11-17,2022-11-14,2022-11-21,2022-11-20
3323,4,2022-11-17,2022-11-21,2022-11-21,2022-11-27
3323,4,2022-11-17,2022-11-28,2022-11-21,2022-12-04
3323,5,2022-11-21,2022-11-21,2022-11-25,2022-11-27
3323,5,2022-11-21,2022-11-28,2022-11-25,2022-12-04
3324,0,2022-11-11,2022-11-07,2022-11-11,2022-11-13
3324,0,2022-11-11,2022-11-14,2022-11-11,2022-11-20
3324,1,2022-11-11,2022-11-07,2022-11-14,2022-11-13
3324,1,2022-11-11,2022-11-14,2022-11-14,2022-11-20
3324,1,2022-11-11,2022-11-21,2022-11-14,2022-11-27
3324,2,2022-11-14,2022-11-14,2022-11-15,2022-11-20
3324,2,2022-11-14,2022-11-21,2022-11-15,2022-11-27
3324,3,2022-11-15,2022-11-14,2022-11-16,2022-11-20
3324,3,2022-11-15,2022-11-21,2022-11-16,2022-11-27
3324,4,2022-11-16,2022-11-14,2022-11-23,2022-11-20
3324,4,2022-11-16,2022-11-21,2022-11-23,2022-11-27
3324,4,2022-11-16,2022-11-28,2022-11-23,2022-12-04
3324,5,2022-11-23,2022-11-21,2022-11-25,2022-11-27
3324,5,2022-11-23,2022-11-28,2022-11-25,2022-12-04
3324,6,2022-11-25,2022-11-21,2022-12-01,2022-11-27
3324,6,2022-11-25,2022-11-28,2022-12-01,2022-12-04
3324,6,2022-11-25,2022-12-05,2022-12-01,2022-12-11
3325,0,2022-11-11,2022-11-07,2022-11-11,2022-11-13
3325,0,2022-11-11,2022-11-14,2022-11-11,2022-11-20
3325,1,2022-11-11,2022-11-07,2022-11-18,2022-11-13
3325,1,2022-11-11,2022-11-14,2022-11-18,2022-11-20
3325,1,2022-11-11,2022-11-21,2022-11-18,2022-11-27
3325,2,2022-11-18,2022-11-14,2022-11-21,2022-11-20
3325,2,2022-11-18,2022-11-21,2022-11-21,2022-11-27
3325,2,2022-11-18,2022-11-28,2022-11-21,2022-12-04
3325,3,2022-11-21,2022-11-21,2022-11-22,2022-11-27
3325,3,2022-11-21,2022-11-28,2022-11-22,2022-12-04
3325,4,2022-11-22,2022-11-21,2022-12-01,2022-11-27
3325,4,2022-11-22,2022-11-28,2022-12-01,2022-12-04
3325,4,2022-11-22,2022-12-05,2022-12-01,2022-12-11
3325,5,2022-12-01,2022-11-28,2022-12-02,2022-12-04
3325,5,2022-12-01,2022-12-05,2022-12-02,2022-12-11
3325,6,2022-12-02,2022-11-28,2022-12-09,2022-12-04
3325,6,2022-12-02,2022-12-05,2022-12-09,2022-12-11
3325,6,2022-12-02,2022-12-12,2022-12-09,2022-12-18
3325,7,2022-12-09,2022-12-05,2022-12-13,2022-12-11
3325,7,2022-12-09,2022-12-12,2022-12-13,2022-12-18
3325,7,2022-12-09,2022-12-19,2022-12-13,2022-12-25
3326,0,2022-11-11,2022-11-07,2022-11-11,2022-11-13
3326,0,2022-11-11,2022-11-14,2022-11-11,2022-11-20
3326,1,2022-11-11,2022-11-07,2022-11-16,2022-11-13
3326,1,2022-11-11,2022-11-14,2022-11-16,2022-11-20
3326,1,2022-11-11,2022-11-21,2022-11-16,2022-11-27
3326,2,2022-11-16,2022-11-14,2022-11-18,2022-11-20
3326,2,2022-11-16,2022-11-21,2022-11-18,2022-11-27
3326,3,2022-11-18,2022-11-14,2022-11-21,2022-11-20
3326,3,2022-11-18,2022-11-21,2022-11-21,2022-11-27
3326,3,2022-11-18,2022-11-28,2022-11-21,2022-12-04
3326,4,2022-11-21,2022-11-21,2022-11-28,2022-11-27
3326,4,2022-11-21,2022-11-28,2022-11-28,2022-12-04
3326,4,2022-11-21,2022-12-05,2022-11-28,2022-12-11
3327,0,2022-11-11,2022-11-07,2022-11-11,2022-11-13
3327,0,2022-11-11,2022-11-14,2022-11-11,2022-11-20
3327,1,2022-11-11,2022-11-07,2022-11-18,2022-11-13
3327,1,2022-11-11,2022-11-14,2022-11-18,2022-11-20
3327,1,2022-11-11,2022-11-21,2022-11-18,2022-11-27
3327,2,2022-11-18,2022-11-14,2022-11-21,2022-11-20
3327,2,2022-11-18,2022-11-21,2022-11-21,2022-11-27
3327,2,2022-11-18,2022-11-28,2022-11-21,2022-12-04
3327,3,2022-11-21,2022-11-21,2022-11-22,2022-11-27
3327,3,2022-11-21,2022-11-28,2022-11-22,2022-12-04
3328,0,2022-11-15,2022-11-14,2022-11-15,2022-11-20
3328,0,2022-11-15,2022-11-21,2022-11-15,2022-11-27
3328,1,2022-11-15,2022-11-14,2022-11-21,2022-11-20
3328,1,2022-11-15,2022-11-21,2022-11-21,2022-11-27
3328,1,2022-11-15,2022-11-28,2022-11-21,2022-12-04
3328,2,2022-11-21,2022-11-21,2022-11-22,2022-11-27
3328,2,2022-11-21,2022-11-28,2022-11-22,2022-12-04
3328,3,2022-11-22,2022-11-21,2022-11-24,2022-11-27
3328,3,2022-11-22,2022-11-28,2022-11-24,2022-12-04
3328,4,2022-11-24,2022-11-21,2022-12-02,2022-11-27
3328,4,2022-11-24,2022-11-28,2022-12-02,2022-12-04
3328,4,2022-11-24,2022-12-05,2022-12-02,2022-12-11
3328,5,2022-12-02,2022-11-28,2022-12-06,2022-12-04
3328,5,2022-12-02,2022-12-05,2022-12-06,2022-12-11
3328,5,2022-12-02,2022-12-12,2022-12-06,2022-12-18
3328,6,2022-12-06,2022-12-05,2022-12-14,2022-12-11
3328,6,2022-12-06,2022-12-12,2022-12-14,2022-12-18
3328,6,2022-12-06,2022-12-19,2022-12-14,2022-12-25
3328,7,2022-12-14,2022-12-12,2022-12-20,2022-12-18
3328,7,2022-12-14,2022-12-19,2022-12-20,2022-12-25
3328,7,2022-12-14,2022-12-26,2022-12-20,2023-01-01
3329,0,2022-11-15,2022-11-14,2022-11-15,2022-11-20
3329,0,2022-11-15,2022-11-21,2022-11-15,2022-11-27
3329,1,2022-11-15,2022-11-14,2022-11-21,2022-11-20
3329,1,2022-11-15,2022-11-21,2022-11-21,2022-11-27
3329,1,2022-11-15,2022-11-28,2022-11-21,2022-12-04
3329,2,2022-11-21,2022-11-21,2022-11-22,2022-11-27
3329,2,2022-11-21,2022-11-28,2022-11-22,2022-12-04
3329,3,2022-11-22,2022-11-21,2022-11-23,2022-11-27
3329,3,2022-11-22,2022-11-28,2022-11-23,2022-12-04
3329,4,2022-11-23,2022-11-21,2022-12-01,2022-11-27
3329,4,2022-11-23,2022-11-28,2022-12-01,2022-12-04
3329,4,2022-11-23,2022-12-05,2022-12-01,2022-12-11
3329,5,2022-12-01,2022-11-28,2022-12-05,2022-12-04
3329,5,2022-12-01,2022-12-05,2022-12-05,2022-12-11
3329,5,2022-12-01,2022-12-12,2022-12-05,2022-12-18
3329,6,2022-12-05,2022-12-05,2022-12-14,2022-12-11
3329,6,2022-12-05,2022-12-12,2022-12-14,2022-12-18
3329,6,2022-12-05,2022-12-19,2022-12-14,2022-12-25
3329,7,2022-12-14,2022-12-12,2022-12-20,2022-12-18
3329,7,2022-12-14,2022-12-19,2022-12-20,2022-12-25
3329,7,2022-12-14,2022-12-26,2022-12-20,2023-01-01
3330,0,2022-11-15,2022-11-14,2022-11-15,2022-11-20
3330,0,2022-11-15,2022-11-21,2022-11-15,2022-11-27
3331,0,2022-11-16,2022-11-14,2022-11-16,2022-11-20
3331,0,2022-11-16,2022-11-21,2022-11-16,2022-11-27
3331,1,2022-11-16,2022-11-14,2022-11-18,2022-11-20
3331,1,2022-11-16,2022-11-21,2022-11-18,2022-11-27
3331,2,2022-11-18,2022-11-14,2022-11-21,2022-11-20
3331,2,2022-11-18,2022-11-21,2022-11-21,2022-11-27
3331,2,2022-11-18,2022-11-28,2022-11-21,2022-12-04
3331,3,2022-11-21,2022-11-21,2022-11-22,2022-11-27
3331,3,2022-11-21,2022-11-28,2022-11-22,2022-12-04
3331,4,2022-11-22,2022-11-21,2022-11-28,2022-11-27
3331,4,2022-11-22,2022-11-28,2022-11-28,2022-12-04
3331,4,2022-11-22,2022-12-05,2022-11-28,2022-12-11
3332,0,2022-11-16,2022-11-14,2022-11-16,2022-11-20
3332,0,2022-11-16,2022-11-21,2022-11-16,2022-11-27
3332,1,2022-11-16,2022-11-14,2022-11-21,2022-11-20
3332,1,2022-11-16,2022-11-21,2022-11-21,2022-11-27
3332,1,2022-11-16,2022-11-28,2022-11-21,2022-12-04
3332,2,2022-11-21,2022-11-21,2022-11-22,2022-11-27
3332,2,2022-11-21,2022-11-28,2022-11-22,2022-12-04
3332,3,2022-11-22,2022-11-21,2022-11-24,2022-11-27
3332,3,2022-11-22,2022-11-28,2022-11-24,2022-12-04
3332,4,2022-11-24,2022-11-21,2022-11-28,2022-11-27
3332,4,2022-11-24,2022-11-28,2022-11-28,2022-12-04
3332,4,2022-11-24,2022-12-05,2022-11-28,2022-12-11
3332,5,2022-11-28,2022-11-28,2022-12-01,2022-12-04
3332,5,2022-11-28,2022-12-05,2022-12-01,2022-12-11
3333,0,2022-11-16,2022-11-14,2022-11-16,2022-11-20
3333,0,2022-11-16,2022-11-21,2022-11-16,2022-11-27
3333,1,2022-11-16,2022-11-14,2022-11-22,2022-11-20
3333,1,2022-11-16,2022-11-21,2022-11-22,2022-11-27
3333,1,2022-11-16,2022-11-28,2022-11-22,2022-12-04
3333,2,2022-11-22,2022-11-21,2022-11-25,2022-11-27
3333,2,2022-11-22,2022-11-28,2022-11-25,2022-12-04
3333,3,2022-11-25,2022-11-21,2022-11-28,2022-11-27
3333,3,2022-11-25,2022-11-28,2022-11-28,2022-12-04
3333,3,2022-11-25,2022-12-05,2022-11-28,2022-12-11
3333,4,2022-11-28,2022-11-28,2022-12-05,2022-12-04
3333,4,2022-11-28,2022-12-05,2022-12-05,2022-12-11
3333,4,2022-11-28,2022-12-12,2022-12-05,2022-12-18
3334,0,2022-11-17,2022-11-14,2022-11-17,2022-11-20
3334,0,2022-11-17,2022-11-21,2022-11-17,2022-11-27
3334,1,2022-11-17,2022-11-14,2022-11-24,2022-11-20
3334,1,2022-11-17,2022-11-21,2022-11-24,2022-11-27
3334,1,2022-11-17,2022-11-28,2022-11-24,2022-12-04
3334,2,2022-11-24,2022-11-21,2022-11-25,2022-11-27
3334,2,2022-11-24,2022-11-28,2022-11-25,2022-12-04
3334,3,2022-11-25,2022-11-21,2022-11-28,2022-11-27
3334,3,2022-11-25,2022-11-28,2022-11-28,2022-12-04
3334,3,2022-11-25,2022-12-05,2022-11-28,2022-12-11
3334,4,2022-11-28,2022-11-28,2022-12-06,2022-12-04
3334,4,2022-11-28,2022-12-05,2022-12-06,2022-12-11
3334,4,2022-11-28,2022-12-12,2022-12-06,2022-12-18
3335,0,2022-11-18,2022-11-14,2022-11-18,2022-11-20
3335,0,2022-11-18,2022-11-21,2022-11-18,2022-11-27
3335,1,2022-11-18,2022-11-14,2022-11-23,2022-11-20
3335,1,2022-11-18,2022-11-21,2022-11-23,2022-11-27
3335,1,2022-11-18,2022-11-28,2022-11-23,2022-12-04
3335,2,2022-11-23,2022-11-21,2022-11-24,2022-11-27
3335,2,2022-11-23,2022-11-28,2022-11-24,2022-12-04
3335,3,2022-11-24,2022-11-21,2022-11-25,2022-11-27
3335,3,2022-11-24,2022-11-28,2022-11-25,2022-12-04
3336,0,2022-11-18,2022-11-14,2022-11-18,2022-11-20
3336,0,2022-11-18,2022-11-21,2022-11-18,2022-11-27
3336,1,2022-11-18,2022-11-14,2022-11-24,2022-11-20
3336,1,2022-11-18,2022-11-21,2022-11-24,2022-11-27
3336,1,2022-11-18,2022-11-28,2022-11-24,2022-12-04
3336,2,2022-11-24,2022-11-21,2022-11-25,2022-11-27
3336,2,2022-11-24,2022-11-28,2022-11-25,2022-12-04
3336,3,2022-11-25,2022-11-21,2022-11-28,2022-11-27
3336,3,2022-11-25,2022-11-28,2022-11-28,2022-12-04
3336,3,2022-11-25,2022-12-05,2022-11-28,2022-12-11
3336,4,2022-11-28,2022-11-28,2022-12-05,2022-12-04
3336,4,2022-11-28,2022-12-05,2022-12-05,2022-12-11
3336,4,2022-11-28,2022-12-12,2022-12-05,2022-12-18
3336,5,2022-12-05,2022-12-05,2022-12-06,2022-12-11
3336,5,2022-12-05,2022-12-12,2022-12-06,2022-12-18
3336,6,2022-12-06,2022-12-05,2022-12-14,2022-12-11
3336,6,2022-12-06,2022-12-12,2022-12-14,2022-12-18
3336,6,2022-12-06,2022-12-19,2022-12-14,2022-12-25
3336,7,2022-12-14,2022-12-12,2022-12-22,2022-12-18
3336,7,2022-12-14,2022-12-19,2022-12-22,2022-12-25
3336,7,2022-12-14,2022-12-26,2022-12-22,2023-01-01
3337,0,2022-11-18,2022-11-14,2022-11-18,2022-11-20
3337,0,2022-11-18,2022-11-21,2022-11-18,2022-11-27
3337,1,2022-11-18,2022-11-14,2022-11-25,2022-11-20
3337,1,2022-11-18,2022-11-21,2022-11-25,2022-11-27
3337,1,2022-11-18,2022-11-28,2022-11-25,2022-12-04
3337,2,2022-11-25,2022-11-21,2022-11-28,2022-11-27
3337,2,2022-11-25,2022-11-28,2022-11-28,2022-12-04
3337,2,2022-11-25,2022-12-05,2022-11-28,2022-12-11
3337,3,2022-11-28,2022-11-28,2022-12-01,2022-12-04
3337,3,2022-11-28,2022-12-05,2022-12-01,2022-12-11
3337,4,2022-12-01,2022-11-28,2022-12-08,2022-12-04
3337,4,2022-12-01,2022-12-05,2022-12-08,2022-12-11
3337,4,2022-12-01,2022-12-12,2022-12-08,2022-12-18
3337,5,2022-12-08,2022-12-05,2022-12-09,2022-12-11
3337,5,2022-12-08,2022-12-12,2022-12-09,2022-12-18
3337,6,2022-12-09,2022-12-05,2022-12-13,2022-12-11
3337,6,2022-12-09,2022-12-12,2022-12-13,2022-12-18
3337,6,2022-12-09,2022-12-19,2022-12-13,2022-12-25
3337,7,2022-12-13,2022-12-12,2022-12-22,2022-12-18
3337,7,2022-12-13,2022-12-19,2022-12-22,2022-12-25
3337,7,2022-12-13,2022-12-26,2022-12-22,2023-01-01
3338,0,2022-11-18,2022-11-14,2022-11-18,2022-11-20
3338,0,2022-11-18,2022-11-21,2022-11-18,2022-11-27
3338,1,2022-11-18,2022-11-14,2022-11-22,2022-11-20
3338,1,2022-11-18,2022-11-21,2022-11-22,2022-11-27
3338,1,2022-11-18,2022-11-28,2022-11-22,2022-12-04
3338,2,2022-11-22,2022-11-21,2022-11-24,2022-11-27
3338,2,2022-11-22,2022-11-28,2022-11-24,2022-12-04
3338,3,2022-11-24,2022-11-21,2022-11-25,2022-11-27
3338,3,2022-11-24,2022-11-28,2022-11-25,2022-12-04
3338,4,2022-11-25,2022-11-21,2022-12-02,2022-11-27
3338,4,2022-11-25,2022-11-28,2022-12-02,2022-12-04
3338,4,2022-11-25,2022-12-05,2022-12-02,2022-12-11
3338,5,2022-12-02,2022-11-28,2022-12-05,2022-12-04
3338,5,2022-12-02,2022-12-05,2022-12-05,2022-12-11
3338,5,2022-12-02,2022-12-12,2022-12-05,2022-12-18
3338,6,2022-12-05,2022-12-05,2022-12-12,2022-12-11
3338,6,2022-12-05,2022-12-12,2022-12-12,2022-12-18
3338,6,2022-12-05,2022-12-19,2022-12-12,2022-12-25
3338,7,2022-12-12,2022-12-12,2022-12-19,2022-12-18
3338,7,2022-12-12,2022-12-19,2022-12-19,2022-12-25
3338,7,2022-12-12,2022-12-26,2022-12-19,2023-01-01
3339,0,2022-11-18,2022-11-14,2022-11-18,2022-11-20
3339,0,2022-11-18,2022-11-21,2022-11-18,2022-11-27
3339,1,2022-11-18,2022-11-14,2022-11-21,2022-11-20
3339,1,2022-11-18,2022-11-21,2022-11-21,2022-11-27
3339,1,2022-11-18,2022-11-28,2022-11-21,2022-12-04
3340,0,2022-11-18,2022-11-14,2022-11-18,2022-11-20
3340,0,2022-11-18,2022-11-21,2022-11-18,2022-11-27
3340,1,2022-11-18,2022-11-14,2022-11-22,2022-11-20
3340,1,2022-11-18,2022-11-21,2022-11-22,2022-11-27
3340,1,2022-11-18,2022-11-28,2022-11-22,2022-12-04
3340,2,2022-11-22,2022-11-21,2022-11-24,2022-11-27
3340,2,2022-11-22,2022-11-28,2022-11-24,2022-12-04
3340,3,2022-11-24,2022-11-21,2022-11-25,2022-11-27
3340,3,2022-11-24,2022-11-28,2022-11-25,2022-12-04
3340,4,2022-11-25,2022-11-21,2022-12-05,2022-11-27
3340,4,2022-11-25,2022-11-28,2022-12-05,2022-12-04
3340,4,2022-11-25,2022-12-05,2022-12-05,2022-12-11
3340,4,2022-11-25,2022-12-12,2022-12-05,2022-12-18
3340,5,2022-12-05,2022-12-05,2022-12-09,2022-12-11
3340,5,2022-12-05,2022-12-12,2022-12-09,2022-12-18
3340,6,2022-12-09,2022-12-05,2022-12-19,2022-12-11
3340,6,2022-12-09,2022-12-12,2022-12-19,2022-12-18
3340,6,2022-12-09,2022-12-19,2022-12-19,2022-12-25
3340,6,2022-12-09,2022-12-26,2022-12-19,2023-01-01
3340,7,2022-12-19,2022-12-19,2022-12-27,2022-12-25
3340,7,2022-12-19,2022-12-26,2022-12-27,2023-01-01
3340,7,2022-12-19,2023-01-02,2022-12-27,2023-01-08
3341,0,2022-11-21,2022-11-21,2022-11-21,2022-11-27
3341,0,2022-11-21,2022-11-28,2022-11-21,2022-12-04
3342,0,2022-11-21,2022-11-21,2022-11-21,2022-11-27
3342,0,2022-11-21,2022-11-28,2022-11-21,2022-12-04
3342,1,2022-11-21,2022-11-21,2022-11-23,2022-11-27
3342,1,2022-11-21,2022-11-28,2022-11-23,2022-12-04
3343,0,2022-11-21,2022-11-21,2022-11-21,2022-11-27
3343,0,2022-11-21,2022-11-28,2022-11-21,2022-12-04
3343,1,2022-11-21,2022-11-21,2022-11-25,2022-11-27
3343,1,2022-11-21,2022-11-28,2022-11-25,2022-12-04
3343,2,2022-11-25,2022-11-21,2022-11-28,2022-11-27
3343,2,2022-11-25,2022-11-28,2022-11-28,2022-12-04
3343,2,2022-11-25,2022-12-05,2022-11-28,2022-12-11
3343,3,2022-11-28,2022-11-28,2022-11-29,2022-12-04
3343,3,2022-11-28,2022-12-05,2022-11-29,2022-12-11
3343,4,2022-11-29,2022-11-28,2022-12-05,2022-12-04
3343,4,2022-11-29,2022-12-05,2022-12-05,2022-12-11
3343,4,2022-11-29,2022-12-12,2022-12-05,2022-12-18
3343,5,2022-12-05,2022-12-05,2022-12-06,2022-12-11
3343,5,2022-12-05,2022-12-12,2022-12-06,2022-12-18
3343,6,2022-12-06,2022-12-05,2022-12-13,2022-12-11
3343,6,2022-12-06,2022-12-12,2022-12-13,2022-12-18
3343,6,2022-12-06,2022-12-19,2022-12-13,2022-12-25
3343,7,2022-12-13,2022-12-12,2022-12-21,2022-12-18
3343,7,2022-12-13,2022-12-19,2022-12-21,2022-12-25
3343,7,2022-12-13,2022-12-26,2022-12-21,2023-01-01
3344,0,2022-11-22,2022-11-21,2022-11-22,2022-11-27
